protraits_taxID;protraits_genus;protraits_species;protraits_strain;protraits_speciesStrain;protraits_misclassified;protraits_gram;protraits_substrate;protraits_source
120962;Roseiflexus;Roseiflexus castenholzii;;Roseiflexus castenholzii;no;negative;;freeLiving
357808;Roseiflexus;Roseiflexus sp. ;RS-1;Roseiflexus sp. RS-1;no;negative;;freeLiving
2434;Roseobacter;Roseobacter denitrificans;;Roseobacter denitrificans;no;negative;alkalinePhosphatase|esteraseC4|catalase;freeLiving
42443;Roseobacter;Roseobacter litoralis;;Roseobacter litoralis;no;negative;alkalinePhosphatase|catalase;freeLiving
351016;Roseobacter;Roseobacter sp. ;AzwK-3b;Roseobacter sp. AzwK-3b;no;negative;alkalinePhosphatase;
391593;Roseobacter;Roseobacter sp. ;CCS2;Roseobacter sp. CCS2;no;negative;;
391589;Roseobacter;Roseobacter sp. ;GAI101;Roseobacter sp. GAI101;no;negative;alkalinePhosphatase;
314262;Roseobacter;Roseobacter sp. ;MED193;Roseobacter sp. MED193;no;negative;alkalinePhosphatase|esteraseLipaseC8;
388739;Roseobacter;Roseobacter sp. ;SK209-2-6;Roseobacter sp. SK209-2-6;no;negative;alkalinePhosphatase|catalase;
314263;Roseovarius;Roseovarius nubinhibens;;Roseovarius nubinhibens;no;negative;;
314264;Roseovarius;Roseovarius sp. ;217;Roseovarius sp. 217;no;negative;alkalinePhosphatase;
391613;Roseovarius;Roseovarius sp. ;TM1035;Roseovarius sp. TM1035;no;negative;alkalinePhosphatase;
2047;Rothia;Rothia dentocariosa;;Rothia dentocariosa;no;positive;;host
43675;Rothia;Rothia mucilaginosa;;Rothia mucilaginosa;no;positive;;host
366586;Ruania;Ruania albidiflava;;Ruania albidiflava;no;;;
316997;Rubrivivax;Rubrivivax benzoatilyticus;;Rubrivivax benzoatilyticus;no;negative;;
28068;Rubrivivax;Rubrivivax gelatinosus;;Rubrivivax gelatinosus;no;negative;α-ketoglutaricAcid|alanine;freeLiving
49319;Rubrobacter;Rubrobacter xylanophilus;;Rubrobacter xylanophilus;no;;;freeLiving
451374;Rudanella;Rudanella lutea;;Rudanella lutea;no;negative;d-xylose;
981384;Ruegeria;Ruegeria conchae;;Ruegeria conchae;no;negative;alkalinePhosphatase;
55218;Ruegeria;Ruegeria lacuscaerulensis;;Ruegeria lacuscaerulensis;no;negative;alkalinePhosphatase|catalase;
89184;Ruegeria;Ruegeria pomeroyi;;Ruegeria pomeroyi;no;negative;alkalinePhosphatase|esteraseLipaseC8|catalase;freeLiving
439497;Ruegeria;Ruegeria sp. ;R11;Ruegeria sp. R11;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|catalase;
292414;Ruegeria;Ruegeria sp. ;TM1040;Ruegeria sp. TM1040;no;negative;alkalinePhosphatase|esteraseLipaseC8|catalase;freeLiving
1515;Ruminiclostridium;Ruminiclostridium thermocellum;;Ruminiclostridium thermocellum;no;;;freeLiving
552398;Ruminococcaceae;Ruminococcaceae bacterium ;D16;Ruminococcaceae bacterium D16;no;;;
1264;Ruminococcus;Ruminococcus albus;;Ruminococcus albus;no;positive;;foregut
1161942;Ruminococcus;Ruminococcus champanellensis;;Ruminococcus champanellensis;no;;;host|fecal
1265;Ruminococcus;Ruminococcus flavefaciens;;Ruminococcus flavefaciens;no;;;
46228;Ruminococcus;Ruminococcus lactaris;;Ruminococcus lactaris;no;;;host|digestiveSystem|fecal
457412;Ruminococcus;Ruminococcus sp. ;5_1_39BFAA;Ruminococcus sp. 5_1_39BFAA;no;;;host|fecal
106;Runella;Runella slithyformis;;Runella slithyformis;no;negative;alkalinePhosphatase|melibiose|valineArylamidase;freeLiving
40988;Saccharomonospora;Saccharomonospora azurea;;Saccharomonospora azurea;no;positive;;
40989;Saccharomonospora;Saccharomonospora cyanea;;Saccharomonospora cyanea;no;positive;;
40990;Saccharomonospora;Saccharomonospora glauca;;Saccharomonospora glauca;no;positive;;
632569;Saccharomonospora;Saccharomonospora marina;;Saccharomonospora marina;no;positive;l-arabinose;
1852;Saccharomonospora;Saccharomonospora viridis;;Saccharomonospora viridis;no;positive;;freeLiving
75294;Saccharomonospora;Saccharomonospora xinjiangensis;;Saccharomonospora xinjiangensis;no;positive;;
86304;Saccharophagus;Saccharophagus degradans;;Saccharophagus degradans;no;negative;esteraseLipaseC8;freeLiving
1836;Saccharopolyspora;Saccharopolyspora erythraea;;Saccharopolyspora erythraea;no;positive;l-arabinose;
60894;Saccharopolyspora;Saccharopolyspora spinosa;;Saccharopolyspora spinosa;no;positive;;freeLiving
103731;Saccharothrix;Saccharothrix espanaensis;;Saccharothrix espanaensis;no;positive;l-arabinose;freeLiving
52603;Sagittula;Sagittula stellata;;Sagittula stellata;no;negative;alkalinePhosphatase;
1230341;Salimicrobium;Salimicrobium sp. ;MJ3;Salimicrobium sp. MJ3;no;positive;;
1333523;Salinarchaeum;Salinarchaeum sp. ;Harcht-Bsk1;Salinarchaeum sp. Harcht-Bsk1;no;negative;oxidase;freeLiving
552063;Salinarimonas;Salinarimonas rosea;;Salinarimonas rosea;no;negative;;
146919;Salinibacter;Salinibacter ruber;;Salinibacter ruber;no;negative;;freeLiving
1112215;Salinibacterium;Salinibacterium sp. ;PAMC 21357;Salinibacterium sp. PAMC 21357;no;;;
180542;Salinisphaera;Salinisphaera shabanensis;;Salinisphaera shabanensis;no;negative;;
168697;Salinispora;Salinispora arenicola;;Salinispora arenicola;no;positive;l-arabinose;freeLiving
351187;Salinispora;Salinispora pacifica;;Salinispora pacifica;no;positive;l-arabinose;freeLiving
168695;Salinispora;Salinispora tropica;;Salinispora tropica;no;positive;l-arabinose;freeLiving
263378;Salipiger;Salipiger mucosus;;Salipiger mucosus;no;negative;;
503170;Salisaeta;Salisaeta longa;;Salisaeta longa;no;negative;;
54736;Salmonella;Salmonella bongori;;Salmonella bongori;no;negative;esteraseLipaseC8|fructose|glutamate|glycerol|mannitol|n-acetylglucosamine|sorbitol|trehalose|alanine|d-saccharate|gluconate|acetate|β-galactosidase|aspartate|glucose-6-phosphate|glucose|mucicAcid;host|fecal
28901;Salmonella;Salmonella enterica;;Salmonella enterica;no;negative;esteraseLipaseC8|mannitol|sorbitol|trehalose|gluconate|β-galactosidase;host|fecal
210512;Sandarakinorhabdus;Sandarakinorhabdus limnophila;;Sandarakinorhabdus limnophila;no;negative;;
60920;Sanguibacter;Sanguibacter keddieii;;Sanguibacter keddieii;no;;β-glucosidase|β-galactosidase;
1008;Saprospira;Saprospira grandis;;Saprospira grandis;no;negative;;freeLiving
909943;SAR116;SAR116 cluster ;alpha proteobacterium HIMB100;SAR116 cluster alpha proteobacterium HIMB100;no;negative;;
1208365;SAR86;SAR86 cluster ;bacterium SAR86E;SAR86 cluster bacterium SAR86E;no;negative;;
78259;Scardovia;Scardovia inopinata;;Scardovia inopinata;no;;β-glucosidase|α-galactosidase;
230143;Scardovia;Scardovia wiggsiae;;Scardovia wiggsiae;no;;β-glucosidase|α-galactosidase;host
360056;Schlesneria;Schlesneria paludicola;;Schlesneria paludicola;no;negative;;
439476;Scytonema;Scytonema crispum;;Scytonema crispum;no;;;
826;Sebaldella;Sebaldella termitidis;;Sebaldella termitidis;no;;;
1199245;secondary;secondary endosymbiont ;of Ctenarytaina eucalypti;secondary endosymbiont of Ctenarytaina eucalypti;no;negative;;host
134287;secondary;secondary endosymbiont ;of Heteropsylla cubana;secondary endosymbiont of Heteropsylla cubana;no;negative;;host
191960;Sedimenticola;Sedimenticola selenatireducens;;Sedimenticola selenatireducens;no;negative;;
999627;Sedimentitalea;Sedimentitalea nanhaiensis;;Sedimentitalea nanhaiensis;no;negative;alkalinePhosphatase|catalase;
1076522;Sediminibacterium;Sediminibacterium sp. ;OR43;Sediminibacterium sp. OR43;no;negative;;
552061;Sediminimonas;Sediminimonas qiaohouensis;;Sediminimonas qiaohouensis;no;negative;;
286802;Segniliparus;Segniliparus rotundus;;Segniliparus rotundus;no;;;
286804;Segniliparus;Segniliparus rugosus;;Segniliparus rugosus;no;;;
135080;Selenomonas;Selenomonas flueggei;;Selenomonas flueggei;no;;;
135083;Selenomonas;Selenomonas noxia;;Selenomonas noxia;no;;;
971;Selenomonas;Selenomonas ruminantium;;Selenomonas ruminantium;no;;;
999423;Selenomonas;Selenomonas sp. ;F0473;Selenomonas sp. F0473;no;;;
712531;Selenomonas;Selenomonas sp. ;oral taxon 137;Selenomonas sp. oral taxon 137;no;;;
69823;Selenomonas;Selenomonas sputigena;;Selenomonas sputigena;no;;;
247333;Serinicoccus;Serinicoccus marinus;;Serinicoccus marinus;no;positive;;
47917;Serratia;Serratia fonticola;;Serratia fonticola;no;negative;esteraseLipaseC8;host
614;Serratia;Serratia liquefaciens;;Serratia liquefaciens;no;negative;esteraseLipaseC8|mannitol|sorbitol|aspartate;host|plants
615;Serratia;Serratia marcescens;;Serratia marcescens;no;negative;glutamate|gluconate|aspartate|glucose;host
618;Serratia;Serratia odorifera;;Serratia odorifera;no;negative;esteraseLipaseC8|mannitol|l-arabinose;host
82996;Serratia;Serratia plymuthica;;Serratia plymuthica;no;negative;esteraseLipaseC8|glutamate|mannitol|sorbitol|trehalose|gluconate|l-arabinose|aspartate|glucose;host|plants|rhizoplane
28151;Serratia;Serratia proteamaculans;;Serratia proteamaculans;no;negative;esteraseLipaseC8|gelatinHydrolysis|glutamate|glycerol|mannitol|trehalose|gluconate|aspartate|glucose;host|plants
768490;Serratia;Serratia sp. ;AS12;Serratia sp. AS12;no;negative;esteraseLipaseC8|glutamate|sorbitol|trehalose|gluconate|l-arabinose|aspartate|glucose;host|plants
768493;Serratia;Serratia sp. ;AS13;Serratia sp. AS13;no;negative;esteraseLipaseC8|glutamate|mannitol|sorbitol|trehalose|gluconate|l-arabinose|aspartate|glucose;host|plants|rhizoplane
104623;Serratia;Serratia sp. ;ATCC 39006;Serratia sp. ATCC 39006;no;negative;esteraseLipaseC8|aspartate;
932213;Serratia;Serratia sp. ;M24T3;Serratia sp. M24T3;no;negative;;
138074;Serratia;Serratia symbiotica;;Serratia symbiotica;no;negative;;
38313;Shewanella;Shewanella algae;;Shewanella algae;no;negative;alkalinePhosphatase;freeLiving
60478;Shewanella;Shewanella amazonensis;;Shewanella amazonensis;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|hydrogenSulfide|catalase|oxidase;freeLiving|sediment
62322;Shewanella;Shewanella baltica;;Shewanella baltica;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|n-acetylglucosamine|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
43661;Shewanella;Shewanella benthica;;Shewanella benthica;no;negative;alkalinePhosphatase|hydrogenSulfide|arginineDihydrolase;
192073;Shewanella;Shewanella denitrificans;;Shewanella denitrificans;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|n-acetylglucosamine|catalase|arginineDihydrolase;freeLiving|sediment
56812;Shewanella;Shewanella frigidimarina;;Shewanella frigidimarina;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
271098;Shewanella;Shewanella halifaxensis;;Shewanella halifaxensis;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|hydrogenSulfide|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
359303;Shewanella;Shewanella loihica;;Shewanella loihica;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
70863;Shewanella;Shewanella oneidensis;;Shewanella oneidensis;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|n-acetylglucosamine|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
70864;Shewanella;Shewanella pealeana;;Shewanella pealeana;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|hydrogenSulfide|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
404011;Shewanella;Shewanella piezotolerans;;Shewanella piezotolerans;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|hydrogenSulfide|catalase|arginineDihydrolase;freeLiving
24;Shewanella;Shewanella putrefaciens;;Shewanella putrefaciens;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|n-acetylglucosamine|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
271097;Shewanella;Shewanella sediminis;;Shewanella sediminis;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|catalase|oxidase;freeLiving|sediment
94122;Shewanella;Shewanella sp. ;ANA-3;Shewanella sp. ANA-3;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|n-acetylglucosamine|catalase|arginineDihydrolase|oxidase|naphthol-as-bi-phosphohydrolase;freeLiving|sediment
60480;Shewanella;Shewanella sp. ;MR-4;Shewanella sp. MR-4;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|hydrogenSulfide|catalase|arginineDihydrolase|oxidase|naphthol-as-bi-phosphohydrolase;freeLiving
60481;Shewanella;Shewanella sp. ;MR-7;Shewanella sp. MR-7;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|catalase|arginineDihydrolase|oxidase;freeLiving|sediment
351745;Shewanella;Shewanella sp. ;W3-18-1;Shewanella sp. W3-18-1;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|gelatinHydrolysis|hydrogenSulfide|n-acetylglucosamine|catalase|arginineDihydrolase|oxidase|naphthol-as-bi-phosphohydrolase;freeLiving|sediment
60217;Shewanella;Shewanella violacea;;Shewanella violacea;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|hydrogenSulfide|catalase|oxidase;freeLiving|sediment
60961;Shewanella;Shewanella woodyi;;Shewanella woodyi;no;negative;alkalinePhosphatase|esteraseLipaseC8|esteraseC4|hydrogenSulfide|catalase;freeLiving|sediment
621;Shigella;Shigella boydii;;Shigella boydii;no;negative;esteraseLipaseC8|mannitol|trehalose|gluconate|acetate|β-galactosidase|aspartate|glucose;host|animal|fecal
622;Shigella;Shigella dysenteriae;;Shigella dysenteriae;no;negative;esteraseLipaseC8|mannitol|trehalose|gluconate|aspartate|glucose;host|human|fecal|digestiveSystem|fecal
623;Shigella;Shigella flexneri;;Shigella flexneri;no;negative;esteraseLipaseC8|fructose|glycerol|mannitol|n-acetylglucosamine|sorbitol|trehalose|gluconate|acetate|β-galactosidase|aspartate|glucose;host|animal|fecal
624;Shigella;Shigella sonnei;;Shigella sonnei;no;negative;esteraseLipaseC8|mannitol|sorbitol|trehalose|gluconate|β-galactosidase|aspartate|glucose;host|animal|fecal|digestiveSystem
563;Shimwellia;Shimwellia blattae;;Shimwellia blattae;no;negative;esteraseLipaseC8|n-acetylglucosamine|trehalose|gluconate|β-galactosidase|aspartate|glucose;host
177972;Shuttleworthia;Shuttleworthia satelles;;Shuttleworthia satelles;no;;;fecal
63745;Sideroxydans;Sideroxydans lithotrophicus;;Sideroxydans lithotrophicus;no;negative;esteraseLipaseC8|α-ketoglutaricAcid;freeLiving
265429;Silanimonas;Silanimonas lenta;;Silanimonas lenta;no;negative;;
447471;Simiduia;Simiduia agarivorans;;Simiduia agarivorans;no;negative;esteraseLipaseC8;freeLiving
83561;Simkania;Simkania negevensis;;Simkania negevensis;no;negative;;host
72;Simonsiella;Simonsiella muelleri;;Simonsiella muelleri;no;negative;;
466153;Singulisphaera;Singulisphaera acidiphila;;Singulisphaera acidiphila;no;negative;;freeLiving
76745;Sinorhizobium;Sinorhizobium arboris;;Sinorhizobium arboris;no;negative;β-glucosidase|methylΒ-d-xylopyranoside;plants|rootNodule
380;Sinorhizobium;Sinorhizobium fredii;;Sinorhizobium fredii;no;negative;alkalinePhosphatase|d-arabinose|β-glucosidase|l-arabinose|turanose|methylΒ-d-xylopyranoside;host|plants|rhizoplane|rootNodule
110321;Sinorhizobium;Sinorhizobium medicae;;Sinorhizobium medicae;no;negative;d-arabinose|β-glucosidase|turanose|methylΒ-d-xylopyranoside;host|plants|rhizoplane|rootNodule
382;Sinorhizobium;Sinorhizobium meliloti;;Sinorhizobium meliloti;no;negative;glycerol|β-glucosidase|turanose|methylΒ-d-xylopyranoside;host|plants|rhizoplane|rootNodule
84109;Slackia;Slackia exigua;;Slackia exigua;no;;;host
84110;Slackia;Slackia heliotrinireducens;;Slackia heliotrinireducens;no;;;
626934;Slackia;Slackia piriformis;;Slackia piriformis;no;;;
1111137;Slackia;Slackia sp. ;CM382;Slackia sp. CM382;no;;;host|digestiveSystem
63612;Sodalis;Sodalis glossinidius;;Sodalis glossinidius;no;negative;esteraseLipaseC8;host
76853;Solibacillus;Solibacillus silvestris;;Solibacillus silvestris;no;positive;esteraseLipaseC8|esteraseC4|dextrin;
254408;Solimonas;Solimonas variicoloris;;Solimonas variicoloris;no;negative;;
363832;Solirubrobacter;Solirubrobacter soli;;Solirubrobacter soli;no;;;
1298857;Solirubrobacter;Solirubrobacter sp. ;URHD0082;Solirubrobacter sp. URHD0082;no;;;
995;Solitalea;Solitalea canadensis;;Solitalea canadensis;no;negative;d-xylose;
102148;Solobacterium;Solobacterium moorei;;Solobacterium moorei;no;;arbutin;host
56;Sorangium;Sorangium cellulosum;;Sorangium cellulosum;no;negative;l-arabinose;freeLiving
2057;Sphaerobacter;Sphaerobacter thermophilus;;Sphaerobacter thermophilus;no;;;freeLiving
273376;Sphaerochaeta;Sphaerochaeta coccoides;;Sphaerochaeta coccoides;no;negative;;
1131703;Sphaerochaeta;Sphaerochaeta globosa;;Sphaerochaeta globosa;no;negative;;lotic|freeLiving|sediment
1131707;Sphaerochaeta;Sphaerochaeta pleomorpha;;Sphaerochaeta pleomorpha;no;negative;;lotic|freeLiving|sediment
412448;Sphingobacterium;Sphingobacterium canadense;;Sphingobacterium canadense;no;;;
28454;Sphingobacterium;Sphingobacterium multivorum;;Sphingobacterium multivorum;no;;;
1385985;Sphingobacterium;Sphingobacterium paucimobilis;;Sphingobacterium paucimobilis;no;;dextrin;
743722;Sphingobacterium;Sphingobacterium sp. ;21;Sphingobacterium sp. 21;no;negative;alkalinePhosphatase|valineArylamidase;
258;Sphingobacterium;Sphingobacterium spiritivorum;;Sphingobacterium spiritivorum;no;negative;valineArylamidase;
1332080;Sphingobium;Sphingobium baderi;;Sphingobium baderi;no;negative;;
420233;Sphingobium;Sphingobium chinhatense;;Sphingobium chinhatense;no;negative;;freeLiving
46429;Sphingobium;Sphingobium chlorophenolicum;;Sphingobium chlorophenolicum;no;negative;;freeLiving
332055;Sphingobium;Sphingobium indicum;;Sphingobium indicum;no;negative;;freeLiving
332056;Sphingobium;Sphingobium japonicum;;Sphingobium japonicum;no;negative;;freeLiving
522773;Sphingobium;Sphingobium lactosutens;;Sphingobium lactosutens;no;negative;;
538379;Sphingobium;Sphingobium quisquiliarum;;Sphingobium quisquiliarum;no;negative;;
1144307;Sphingobium;Sphingobium sp. ;AP49;Sphingobium sp. AP49;no;negative;;
428994;Sphingobium;Sphingobium sp. ;HDIP04;Sphingobium sp. HDIP04;no;negative;;freeLiving
627192;Sphingobium;Sphingobium sp. ;SYK-6;Sphingobium sp. SYK-6;no;negative;;
1335760;Sphingobium;Sphingobium sp. ;YL23;Sphingobium sp. YL23;no;negative;;
420994;Sphingobium;Sphingobium ummariense;;Sphingobium ummariense;no;negative;;
13690;Sphingobium;Sphingobium yanoikuyae;;Sphingobium yanoikuyae;no;negative;;
59803;Sphingomonas;Sphingomonas echinoides;;Sphingomonas echinoides;no;negative;;
179878;Sphingomonas;Sphingomonas elodea;;Sphingomonas elodea;no;negative;;
152682;Sphingomonas;Sphingomonas melonis;;Sphingomonas melonis;no;negative;;
257003;Sphingomonas;Sphingomonas phyllosphaerae;;Sphingomonas phyllosphaerae;no;negative;;
194867;Sphingomonas;Sphingomonas sp. ;ATCC 31555;Sphingomonas sp. ATCC 31555;no;negative;;
1030157;Sphingomonas;Sphingomonas sp. ;KC8;Sphingomonas sp. KC8;no;negative;;
745310;Sphingomonas;Sphingomonas sp. ;MM-1;Sphingomonas sp. MM-1;no;negative;;
629773;Sphingomonas;Sphingomonas sp. ;Mn802worker;Sphingomonas sp. Mn802worker;no;negative;;
1112214;Sphingomonas;Sphingomonas sp. ;PAMC 26605;Sphingomonas sp. PAMC 26605;no;negative;;
685778;Sphingomonas;Sphingomonas sp. ;PR090111-T3T-6A;Sphingomonas sp. PR090111-T3T-6A;no;negative;;
1007104;Sphingomonas;Sphingomonas sp. ;S17;Sphingomonas sp. S17;no;negative;;
314266;Sphingomonas;Sphingomonas sp. ;SKA58;Sphingomonas sp. SKA58;no;negative;;
160791;Sphingomonas;Sphingomonas wittichii;;Sphingomonas wittichii;no;negative;;
117207;Sphingopyxis;Sphingopyxis alaskensis;;Sphingopyxis alaskensis;no;negative;;freeLiving
279369;Sphingopyxis;Sphingopyxis baekryungensis;;Sphingopyxis baekryungensis;no;negative;;
1174684;Sphingopyxis;Sphingopyxis sp. ;MC1;Sphingopyxis sp. MC1;no;negative;;
1335746;Spiribacter;Spiribacter salinus;;Spiribacter salinus;no;negative;esteraseLipaseC8;
1335757;Spiribacter;Spiribacter sp. ;UAH-SP71;Spiribacter sp. UAH-SP71;no;;;
46355;Spirochaeta;Spirochaeta africana;;Spirochaeta africana;no;negative;;freeLiving
159291;Spirochaeta;Spirochaeta americana;;Spirochaeta americana;no;;;
504483;Spirochaeta;Spirochaeta cellobiosiphila;;Spirochaeta cellobiosiphila;no;negative;;
55206;Spirochaeta;Spirochaeta smaragdinae;;Spirochaeta smaragdinae;no;negative;;freeLiving
154;Spirochaeta;Spirochaeta thermophila;;Spirochaeta thermophila;no;negative;;freeLiving
216933;Spiroplasma;Spiroplasma chrysopicola;;Spiroplasma chrysopicola;no;;;host
216936;Spiroplasma;Spiroplasma diminutum;;Spiroplasma diminutum;no;;dextrin;host
47834;Spiroplasma;Spiroplasma kunkelii;;Spiroplasma kunkelii;no;;;
2134;Spiroplasma;Spiroplasma melliferum;;Spiroplasma melliferum;no;;;host
216945;Spiroplasma;Spiroplasma syrphidicola;;Spiroplasma syrphidicola;no;;;host
2145;Spiroplasma;Spiroplasma taiwanense;;Spiroplasma taiwanense;no;;;host
108;Spirosoma;Spirosoma linguale;;Spirosoma linguale;no;negative;alkalinePhosphatase|esteraseLipaseC8|turanose;freeLiving
454602;Spongiibacter;Spongiibacter tropicus;;Spongiibacter tropicus;no;negative;esteraseLipaseC8;
35751;Sporichthya;Sporichthya polymorpha;;Sporichthya polymorpha;no;positive;l-arabinose;
153721;Sporocytophaga;Sporocytophaga myxococcoides;;Sporocytophaga myxococcoides;no;negative;;
2378;Sporomusa;Sporomusa ovata;;Sporomusa ovata;no;;;
55504;Sporomusa;Sporomusa silvacetica;;Sporomusa silvacetica;no;;;
283811;Stackebrandtia;Stackebrandtia nassauensis;;Stackebrandtia nassauensis;no;positive;;freeLiving
102116;Stanieria;Stanieria cyanosphaera;;Stanieria cyanosphaera;no;negative;;freeLiving
29378;Staphylococcus;Staphylococcus arlettae;;Staphylococcus arlettae;no;positive;fructose|glycerol|dextrin|α-ketoglutaricAcid;
1280;Staphylococcus;Staphylococcus aureus;;Staphylococcus aureus;no;positive;esteraseLipaseC8|fructose|glycerol|sucrose|dextrin|α-ketoglutaricAcid|acetate|maltose|fructose-6-phosphate|glucose;host
29388;Staphylococcus;Staphylococcus capitis;;Staphylococcus capitis;no;positive;fructose|glycerol|sucrose|dextrin|α-ketoglutaricAcid|alanine|fructose-6-phosphate|glucose;host
29380;Staphylococcus;Staphylococcus caprae;;Staphylococcus caprae;no;positive;fructose|sucrose|dextrin|α-ketoglutaricAcid|alanine|fructose-6-phosphate|glucose;host
1281;Staphylococcus;Staphylococcus carnosus;;Staphylococcus carnosus;no;positive;fructose|glycerol|lactose|dextrin|α-ketoglutaricAcid|alanine|gluconate|acetate|maltose|glucose;host
1282;Staphylococcus;Staphylococcus epidermidis;;Staphylococcus epidermidis;no;positive;fructose|sucrose|dextrin|α-ketoglutaricAcid|acetate|maltose|glucose;host
246432;Staphylococcus;Staphylococcus equorum;;Staphylococcus equorum;no;positive;fructose|dextrin|α-ketoglutaricAcid;host
1283;Staphylococcus;Staphylococcus haemolyticus;;Staphylococcus haemolyticus;no;positive;fructose|glycerol|sucrose|dextrin|α-ketoglutaricAcid|alanine|acetate|maltose|glucose;host
1290;Staphylococcus;Staphylococcus hominis;;Staphylococcus hominis;no;positive;fructose|glycerol|dextrin|α-ketoglutaricAcid|alanine|fructose-6-phosphate|glucose;host
28035;Staphylococcus;Staphylococcus lugdunensis;;Staphylococcus lugdunensis;no;positive;esteraseLipaseC8|fructose|glycerol|lactose|dextrin|α-ketoglutaricAcid|alanine|gluconate|acetate|maltose|fructose-6-phosphate|glucose;host
1294;Staphylococcus;Staphylococcus muscae;;Staphylococcus muscae;no;positive;glycerol|α-ketoglutaricAcid;
45972;Staphylococcus;Staphylococcus pasteuri;;Staphylococcus pasteuri;no;positive;α-ketoglutaricAcid|alanine;host
283734;Staphylococcus;Staphylococcus pseudintermedius;;Staphylococcus pseudintermedius;no;positive;fructose|glycerol|lactose|dextrin|α-ketoglutaricAcid|alanine|gluconate|acetate|glucose;host
29385;Staphylococcus;Staphylococcus saprophyticus;;Staphylococcus saprophyticus;no;positive;fructose|glycerol|lactose|sucrose|dextrin|α-ketoglutaricAcid|alanine|gluconate|acetate|fructose-6-phosphate|glucose;host
861530;Staphylococcus;Staphylococcus sp. ;AL1;Staphylococcus sp. AL1;no;positive;fructose|dextrin|α-ketoglutaricAcid;
1357269;Staphylococcus;Staphylococcus sp. ;EGD-HP3;Staphylococcus sp. EGD-HP3;no;positive;fructose|glycerol|dextrin|α-ketoglutaricAcid|glucose;
1078083;Staphylococcus;Staphylococcus sp. ;HGB0015;Staphylococcus sp. HGB0015;no;positive;fructose|dextrin|α-ketoglutaricAcid|glucose;
1202667;Staphylococcus;Staphylococcus sp. ;OJ82;Staphylococcus sp. OJ82;no;positive;fructose|dextrin|α-ketoglutaricAcid;
1292;Staphylococcus;Staphylococcus warneri;;Staphylococcus warneri;no;positive;fructose|glycerol|lactose|dextrin|α-ketoglutaricAcid|alanine|gluconate|acetate|fructose-6-phosphate|glucose;host|human
1288;Staphylococcus;Staphylococcus xylosus;;Staphylococcus xylosus;no;positive;fructose|glycerol|dextrin|α-ketoglutaricAcid;
84599;Staphylothermus;Staphylothermus hellenicus;;Staphylothermus hellenicus;no;;;freeLiving
2280;Staphylothermus;Staphylothermus marinus;;Staphylothermus marinus;no;;;aquatic|hydrothermalVent|marine|freeLiving|single
71235;Stappia;Stappia stellulata;;Stappia stellulata;no;negative;;
921;Starkeya;Starkeya novella;;Starkeya novella;no;negative;;freeLiving
40324;Stenotrophomonas;Stenotrophomonas maltophilia;;Stenotrophomonas maltophilia;no;negative;α-ketoglutaricAcid;host
41;Stigmatella;Stigmatella aurantiaca;;Stigmatella aurantiaca;no;negative;β-glucosidase;freeLiving
796942;Stomatobaculum;Stomatobaculum longum;;Stomatobaculum longum;no;;;
34105;Streptobacillus;Streptobacillus moniliformis;;Streptobacillus moniliformis;no;;;host
1311;Streptococcus;Streptococcus agalactiae;;Streptococcus agalactiae;no;positive;fructose|lactose|dextrin|glucose;host
1328;Streptococcus;Streptococcus anginosus;;Streptococcus anginosus;no;positive;fructose|n-acetylglucosamine|dextrin|glucose|mannose;host|oral
