patric_taxID;patric_genus;patric_species;patric_strain;patric_speciesStrain;patric_gram;patric_oxygen
1392051;Staphylococcus;Staphylococcus aureus;M1043;Staphylococcus aureus M1043;positive;anaerobic
1169260;Staphylococcus;Staphylococcus aureus;M1044;Staphylococcus aureus M1044;positive;
1392052;Staphylococcus;Staphylococcus aureus;M1045;Staphylococcus aureus M1045;positive;anaerobic
1392053;Staphylococcus;Staphylococcus aureus;M1046;Staphylococcus aureus M1046;positive;anaerobic
1392054;Staphylococcus;Staphylococcus aureus;M1047;Staphylococcus aureus M1047;positive;anaerobic
1392055;Staphylococcus;Staphylococcus aureus;M1048;Staphylococcus aureus M1048;positive;anaerobic
1392056;Staphylococcus;Staphylococcus aureus;M1049;Staphylococcus aureus M1049;positive;anaerobic
1392057;Staphylococcus;Staphylococcus aureus;M1050;Staphylococcus aureus M1050;positive;anaerobic
1392058;Staphylococcus;Staphylococcus aureus;M1051;Staphylococcus aureus M1051;positive;anaerobic
1402608;Staphylococcus;Staphylococcus aureus;M1052;Staphylococcus aureus M1052;positive;anaerobic
1392059;Staphylococcus;Staphylococcus aureus;M1053;Staphylococcus aureus M1053;positive;anaerobic
1392060;Staphylococcus;Staphylococcus aureus;M1054;Staphylococcus aureus M1054;positive;anaerobic
1392061;Staphylococcus;Staphylococcus aureus;M1055;Staphylococcus aureus M1055;positive;anaerobic
1392062;Staphylococcus;Staphylococcus aureus;M1056;Staphylococcus aureus M1056;positive;anaerobic
1392063;Staphylococcus;Staphylococcus aureus;M1057;Staphylococcus aureus M1057;positive;anaerobic
1392064;Staphylococcus;Staphylococcus aureus;M1058;Staphylococcus aureus M1058;positive;anaerobic
1392065;Staphylococcus;Staphylococcus aureus;M1059;Staphylococcus aureus M1059;positive;anaerobic
1303782;Staphylococcus;Staphylococcus aureus;M1060;Staphylococcus aureus M1060;positive;
1169261;Staphylococcus;Staphylococcus aureus;M1061;Staphylococcus aureus M1061;positive;
1169262;Staphylococcus;Staphylococcus aureus;M1062;Staphylococcus aureus M1062;positive;
1158463;Staphylococcus;Staphylococcus aureus;M1063;Staphylococcus aureus M1063;positive;
1158465;Staphylococcus;Staphylococcus aureus;M1064;Staphylococcus aureus M1064;positive;
1392066;Staphylococcus;Staphylococcus aureus;M1065;Staphylococcus aureus M1065;positive;anaerobic
1392067;Staphylococcus;Staphylococcus aureus;M1066;Staphylococcus aureus M1066;positive;anaerobic
1392068;Staphylococcus;Staphylococcus aureus;M1067;Staphylococcus aureus M1067;positive;anaerobic
1169263;Staphylococcus;Staphylococcus aureus;M1068;Staphylococcus aureus M1068;positive;
1392069;Staphylococcus;Staphylococcus aureus;M1069;Staphylococcus aureus M1069;positive;anaerobic
1392070;Staphylococcus;Staphylococcus aureus;M1070;Staphylococcus aureus M1070;positive;anaerobic
1392071;Staphylococcus;Staphylococcus aureus;M1071;Staphylococcus aureus M1071;positive;anaerobic
1402609;Staphylococcus;Staphylococcus aureus;M1072;Staphylococcus aureus M1072;positive;anaerobic
1392072;Staphylococcus;Staphylococcus aureus;M1073;Staphylococcus aureus M1073;positive;anaerobic
1392073;Staphylococcus;Staphylococcus aureus;M1074;Staphylococcus aureus M1074;positive;anaerobic
1392074;Staphylococcus;Staphylococcus aureus;M1075;Staphylococcus aureus M1075;positive;anaerobic
1158464;Staphylococcus;Staphylococcus aureus;M1076;Staphylococcus aureus M1076;positive;
1392075;Staphylococcus;Staphylococcus aureus;M1077;Staphylococcus aureus M1077;positive;anaerobic
1303783;Staphylococcus;Staphylococcus aureus;M1078;Staphylococcus aureus M1078;positive;
1392076;Staphylococcus;Staphylococcus aureus;M1079;Staphylococcus aureus M1079;positive;anaerobic
1392077;Staphylococcus;Staphylococcus aureus;M1080;Staphylococcus aureus M1080;positive;anaerobic
1392078;Staphylococcus;Staphylococcus aureus;M1081;Staphylococcus aureus M1081;positive;anaerobic
1392079;Staphylococcus;Staphylococcus aureus;M1082;Staphylococcus aureus M1082;positive;anaerobic
1169264;Staphylococcus;Staphylococcus aureus;M1083;Staphylococcus aureus M1083;positive;
1392080;Staphylococcus;Staphylococcus aureus;M1084;Staphylococcus aureus M1084;positive;anaerobic
1392081;Staphylococcus;Staphylococcus aureus;M1085;Staphylococcus aureus M1085;positive;anaerobic
1402610;Staphylococcus;Staphylococcus aureus;M1086;Staphylococcus aureus M1086;positive;anaerobic
1392082;Staphylococcus;Staphylococcus aureus;M1087;Staphylococcus aureus M1087;positive;anaerobic
1392083;Staphylococcus;Staphylococcus aureus;M1088;Staphylococcus aureus M1088;positive;anaerobic
1392084;Staphylococcus;Staphylococcus aureus;M1089;Staphylococcus aureus M1089;positive;anaerobic
1392085;Staphylococcus;Staphylococcus aureus;M1090;Staphylococcus aureus M1090;positive;anaerobic
1392086;Staphylococcus;Staphylococcus aureus;M1091;Staphylococcus aureus M1091;positive;anaerobic
1158466;Staphylococcus;Staphylococcus aureus;M1092;Staphylococcus aureus M1092;positive;
1158467;Staphylococcus;Staphylococcus aureus;M1093;Staphylococcus aureus M1093;positive;
1392087;Staphylococcus;Staphylococcus aureus;M1094;Staphylococcus aureus M1094;positive;anaerobic
1158468;Staphylococcus;Staphylococcus aureus;M1095;Staphylococcus aureus M1095;positive;
1392088;Staphylococcus;Staphylococcus aureus;M1096;Staphylococcus aureus M1096;positive;anaerobic
1392089;Staphylococcus;Staphylococcus aureus;M1097;Staphylococcus aureus M1097;positive;anaerobic
1402611;Staphylococcus;Staphylococcus aureus;M1098;Staphylococcus aureus M1098;positive;anaerobic
1392090;Staphylococcus;Staphylococcus aureus;M1099;Staphylococcus aureus M1099;positive;anaerobic
1392091;Staphylococcus;Staphylococcus aureus;M1100;Staphylococcus aureus M1100;positive;anaerobic
1392092;Staphylococcus;Staphylococcus aureus;M1101;Staphylococcus aureus M1101;positive;anaerobic
1392093;Staphylococcus;Staphylococcus aureus;M1102;Staphylococcus aureus M1102;positive;anaerobic
1158469;Staphylococcus;Staphylococcus aureus;M1103;Staphylococcus aureus M1103;positive;
1402612;Staphylococcus;Staphylococcus aureus;M1104;Staphylococcus aureus M1104;positive;anaerobic
1402623;Staphylococcus;Staphylococcus aureus;M1105;Staphylococcus aureus M1105;positive;anaerobic
1402624;Staphylococcus;Staphylococcus aureus;M1106;Staphylococcus aureus M1106;positive;anaerobic
1402625;Staphylococcus;Staphylococcus aureus;M1107;Staphylococcus aureus M1107;positive;anaerobic
1402626;Staphylococcus;Staphylococcus aureus;M1108;Staphylococcus aureus M1108;positive;anaerobic
1169265;Staphylococcus;Staphylococcus aureus;M1109;Staphylococcus aureus M1109;positive;
1402627;Staphylococcus;Staphylococcus aureus;M1110;Staphylococcus aureus M1110;positive;anaerobic
1402628;Staphylococcus;Staphylococcus aureus;M1111;Staphylococcus aureus M1111;positive;anaerobic
1402629;Staphylococcus;Staphylococcus aureus;M1112;Staphylococcus aureus M1112;positive;anaerobic
1402630;Staphylococcus;Staphylococcus aureus;M1113;Staphylococcus aureus M1113;positive;anaerobic
1402631;Staphylococcus;Staphylococcus aureus;M1114;Staphylococcus aureus M1114;positive;anaerobic
1402632;Staphylococcus;Staphylococcus aureus;M1115;Staphylococcus aureus M1115;positive;anaerobic
1402633;Staphylococcus;Staphylococcus aureus;M1116;Staphylococcus aureus M1116;positive;anaerobic
1402634;Staphylococcus;Staphylococcus aureus;M1117;Staphylococcus aureus M1117;positive;anaerobic
1158470;Staphylococcus;Staphylococcus aureus;M1119;Staphylococcus aureus M1119;positive;
1402635;Staphylococcus;Staphylococcus aureus;M1120;Staphylococcus aureus M1120;positive;anaerobic
1402636;Staphylococcus;Staphylococcus aureus;M1121;Staphylococcus aureus M1121;positive;anaerobic
1402637;Staphylococcus;Staphylococcus aureus;M1122;Staphylococcus aureus M1122;positive;anaerobic
1402638;Staphylococcus;Staphylococcus aureus;M1123;Staphylococcus aureus M1123;positive;anaerobic
1402639;Staphylococcus;Staphylococcus aureus;M1124;Staphylococcus aureus M1124;positive;anaerobic
1402640;Staphylococcus;Staphylococcus aureus;M1125;Staphylococcus aureus M1125;positive;anaerobic
1169266;Staphylococcus;Staphylococcus aureus;M1126;Staphylococcus aureus M1126;positive;
1402641;Staphylococcus;Staphylococcus aureus;M1127;Staphylococcus aureus M1127;positive;anaerobic
1402642;Staphylococcus;Staphylococcus aureus;M1128;Staphylococcus aureus M1128;positive;anaerobic
1402643;Staphylococcus;Staphylococcus aureus;M1129;Staphylococcus aureus M1129;positive;anaerobic
1402644;Staphylococcus;Staphylococcus aureus;M1130;Staphylococcus aureus M1130;positive;anaerobic
1402645;Staphylococcus;Staphylococcus aureus;M1131;Staphylococcus aureus M1131;positive;anaerobic
1402646;Staphylococcus;Staphylococcus aureus;M1132;Staphylococcus aureus M1132;positive;anaerobic
1402647;Staphylococcus;Staphylococcus aureus;M1134;Staphylococcus aureus M1134;positive;anaerobic
1402648;Staphylococcus;Staphylococcus aureus;M1135;Staphylococcus aureus M1135;positive;anaerobic
1402649;Staphylococcus;Staphylococcus aureus;M1136;Staphylococcus aureus M1136;positive;anaerobic
1402650;Staphylococcus;Staphylococcus aureus;M1137;Staphylococcus aureus M1137;positive;anaerobic
1402651;Staphylococcus;Staphylococcus aureus;M1138;Staphylococcus aureus M1138;positive;anaerobic
1402652;Staphylococcus;Staphylococcus aureus;M1139;Staphylococcus aureus M1139;positive;anaerobic
1402653;Staphylococcus;Staphylococcus aureus;M1140;Staphylococcus aureus M1140;positive;anaerobic
1402654;Staphylococcus;Staphylococcus aureus;M1141;Staphylococcus aureus M1141;positive;anaerobic
1169267;Staphylococcus;Staphylococcus aureus;M1142;Staphylococcus aureus M1142;positive;
1402655;Staphylococcus;Staphylococcus aureus;M1143;Staphylococcus aureus M1143;positive;anaerobic
1402656;Staphylococcus;Staphylococcus aureus;M1144;Staphylococcus aureus M1144;positive;anaerobic
1402657;Staphylococcus;Staphylococcus aureus;M1145;Staphylococcus aureus M1145;positive;anaerobic
1402658;Staphylococcus;Staphylococcus aureus;M1146;Staphylococcus aureus M1146;positive;anaerobic
1402659;Staphylococcus;Staphylococcus aureus;M1147;Staphylococcus aureus M1147;positive;anaerobic
1402660;Staphylococcus;Staphylococcus aureus;M1148;Staphylococcus aureus M1148;positive;anaerobic
1402661;Staphylococcus;Staphylococcus aureus;M1149;Staphylococcus aureus M1149;positive;anaerobic
1402662;Staphylococcus;Staphylococcus aureus;M1150;Staphylococcus aureus M1150;positive;anaerobic
1402663;Staphylococcus;Staphylococcus aureus;M1151;Staphylococcus aureus M1151;positive;anaerobic
1402664;Staphylococcus;Staphylococcus aureus;M1152;Staphylococcus aureus M1152;positive;anaerobic
1402665;Staphylococcus;Staphylococcus aureus;M1153;Staphylococcus aureus M1153;positive;anaerobic
1402666;Staphylococcus;Staphylococcus aureus;M1154;Staphylococcus aureus M1154;positive;anaerobic
1402667;Staphylococcus;Staphylococcus aureus;M1155;Staphylococcus aureus M1155;positive;anaerobic
1402668;Staphylococcus;Staphylococcus aureus;M1156;Staphylococcus aureus M1156;positive;anaerobic
1402669;Staphylococcus;Staphylococcus aureus;M1157;Staphylococcus aureus M1157;positive;anaerobic
1402670;Staphylococcus;Staphylococcus aureus;M1158;Staphylococcus aureus M1158;positive;anaerobic
1402671;Staphylococcus;Staphylococcus aureus;M1159;Staphylococcus aureus M1159;positive;anaerobic
1402672;Staphylococcus;Staphylococcus aureus;M1160;Staphylococcus aureus M1160;positive;anaerobic
1402673;Staphylococcus;Staphylococcus aureus;M1161;Staphylococcus aureus M1161;positive;anaerobic
1402674;Staphylococcus;Staphylococcus aureus;M1162;Staphylococcus aureus M1162;positive;anaerobic
1402675;Staphylococcus;Staphylococcus aureus;M1163;Staphylococcus aureus M1163;positive;anaerobic
1402676;Staphylococcus;Staphylococcus aureus;M1164;Staphylococcus aureus M1164;positive;anaerobic
1402677;Staphylococcus;Staphylococcus aureus;M1165;Staphylococcus aureus M1165;positive;anaerobic
1402678;Staphylococcus;Staphylococcus aureus;M1166;Staphylococcus aureus M1166;positive;anaerobic
1158471;Staphylococcus;Staphylococcus aureus;M1167;Staphylococcus aureus M1167;positive;
1402679;Staphylococcus;Staphylococcus aureus;M1168;Staphylococcus aureus M1168;positive;anaerobic
1402680;Staphylococcus;Staphylococcus aureus;M1169;Staphylococcus aureus M1169;positive;anaerobic
1158472;Staphylococcus;Staphylococcus aureus;M1170;Staphylococcus aureus M1170;positive;
1402681;Staphylococcus;Staphylococcus aureus;M1171;Staphylococcus aureus M1171;positive;anaerobic
1402682;Staphylococcus;Staphylococcus aureus;M1172;Staphylococcus aureus M1172;positive;anaerobic
1402683;Staphylococcus;Staphylococcus aureus;M1174;Staphylococcus aureus M1174;positive;anaerobic
1402684;Staphylococcus;Staphylococcus aureus;M1175;Staphylococcus aureus M1175;positive;anaerobic
1402685;Staphylococcus;Staphylococcus aureus;M1176;Staphylococcus aureus M1176;positive;anaerobic
1402686;Staphylococcus;Staphylococcus aureus;M1177;Staphylococcus aureus M1177;positive;anaerobic
1402687;Staphylococcus;Staphylococcus aureus;M1178;Staphylococcus aureus M1178;positive;anaerobic
1402688;Staphylococcus;Staphylococcus aureus;M1179;Staphylococcus aureus M1179;positive;anaerobic
1402689;Staphylococcus;Staphylococcus aureus;M1180;Staphylococcus aureus M1180;positive;anaerobic
1402690;Staphylococcus;Staphylococcus aureus;M1181;Staphylococcus aureus M1181;positive;anaerobic
1402691;Staphylococcus;Staphylococcus aureus;M1182;Staphylococcus aureus M1182;positive;anaerobic
1402692;Staphylococcus;Staphylococcus aureus;M1183;Staphylococcus aureus M1183;positive;anaerobic
1402693;Staphylococcus;Staphylococcus aureus;M1184;Staphylococcus aureus M1184;positive;anaerobic
1402695;Staphylococcus;Staphylococcus aureus;M1186;Staphylococcus aureus M1186;positive;anaerobic
1402696;Staphylococcus;Staphylococcus aureus;M1187;Staphylococcus aureus M1187;positive;anaerobic
1158473;Staphylococcus;Staphylococcus aureus;M1188;Staphylococcus aureus M1188;positive;
1402697;Staphylococcus;Staphylococcus aureus;M1189;Staphylococcus aureus M1189;positive;anaerobic
1402698;Staphylococcus;Staphylococcus aureus;M1190;Staphylococcus aureus M1190;positive;anaerobic
1402699;Staphylococcus;Staphylococcus aureus;M1191;Staphylococcus aureus M1191;positive;anaerobic
1402700;Staphylococcus;Staphylococcus aureus;M1192;Staphylococcus aureus M1192;positive;anaerobic
1303784;Staphylococcus;Staphylococcus aureus;M1193;Staphylococcus aureus M1193;positive;
1402701;Staphylococcus;Staphylococcus aureus;M1194;Staphylococcus aureus M1194;positive;anaerobic
1402702;Staphylococcus;Staphylococcus aureus;M1195;Staphylococcus aureus M1195;positive;anaerobic
1402703;Staphylococcus;Staphylococcus aureus;M1196;Staphylococcus aureus M1196;positive;anaerobic
1402704;Staphylococcus;Staphylococcus aureus;M1197;Staphylococcus aureus M1197;positive;anaerobic
1158474;Staphylococcus;Staphylococcus aureus;M1198;Staphylococcus aureus M1198;positive;
1158475;Staphylococcus;Staphylococcus aureus;M1199;Staphylococcus aureus M1199;positive;
1402705;Staphylococcus;Staphylococcus aureus;M1200;Staphylococcus aureus M1200;positive;anaerobic
1402706;Staphylococcus;Staphylococcus aureus;M1201;Staphylococcus aureus M1201;positive;anaerobic
1402707;Staphylococcus;Staphylococcus aureus;M1202;Staphylococcus aureus M1202;positive;anaerobic
1402708;Staphylococcus;Staphylococcus aureus;M1203;Staphylococcus aureus M1203;positive;anaerobic
1402709;Staphylococcus;Staphylococcus aureus;M1204;Staphylococcus aureus M1204;positive;anaerobic
1402710;Staphylococcus;Staphylococcus aureus;M1205;Staphylococcus aureus M1205;positive;anaerobic
1402711;Staphylococcus;Staphylococcus aureus;M1206;Staphylococcus aureus M1206;positive;anaerobic
1402712;Staphylococcus;Staphylococcus aureus;M1207;Staphylococcus aureus M1207;positive;anaerobic
1402713;Staphylococcus;Staphylococcus aureus;M1208;Staphylococcus aureus M1208;positive;anaerobic
1402714;Staphylococcus;Staphylococcus aureus;M1209;Staphylococcus aureus M1209;positive;anaerobic
1402715;Staphylococcus;Staphylococcus aureus;M1212;Staphylococcus aureus M1212;positive;anaerobic
1402716;Staphylococcus;Staphylococcus aureus;M1213;Staphylococcus aureus M1213;positive;anaerobic
1402717;Staphylococcus;Staphylococcus aureus;M1214;Staphylococcus aureus M1214;positive;anaerobic
1158476;Staphylococcus;Staphylococcus aureus;M1215;Staphylococcus aureus M1215;positive;
1158477;Staphylococcus;Staphylococcus aureus;M1216;Staphylococcus aureus M1216;positive;
1402718;Staphylococcus;Staphylococcus aureus;M1217;Staphylococcus aureus M1217;positive;anaerobic
1402719;Staphylococcus;Staphylococcus aureus;M1218;Staphylococcus aureus M1218;positive;anaerobic
1402720;Staphylococcus;Staphylococcus aureus;M1219;Staphylococcus aureus M1219;positive;anaerobic
1402721;Staphylococcus;Staphylococcus aureus;M1220;Staphylococcus aureus M1220;positive;anaerobic
1402722;Staphylococcus;Staphylococcus aureus;M1221;Staphylococcus aureus M1221;positive;anaerobic
1402723;Staphylococcus;Staphylococcus aureus;M1222;Staphylococcus aureus M1222;positive;anaerobic
1169268;Staphylococcus;Staphylococcus aureus;M1223;Staphylococcus aureus M1223;positive;
1169269;Staphylococcus;Staphylococcus aureus;M1224;Staphylococcus aureus M1224;positive;
1402724;Staphylococcus;Staphylococcus aureus;M1225;Staphylococcus aureus M1225;positive;anaerobic
1402725;Staphylococcus;Staphylococcus aureus;M1226;Staphylococcus aureus M1226;positive;anaerobic
1402726;Staphylococcus;Staphylococcus aureus;M1227;Staphylococcus aureus M1227;positive;anaerobic
1303785;Staphylococcus;Staphylococcus aureus;M1228;Staphylococcus aureus M1228;positive;
1158478;Staphylococcus;Staphylococcus aureus;M1229;Staphylococcus aureus M1229;positive;
1402727;Staphylococcus;Staphylococcus aureus;M1230;Staphylococcus aureus M1230;positive;anaerobic
1402728;Staphylococcus;Staphylococcus aureus;M1231;Staphylococcus aureus M1231;positive;anaerobic
1402729;Staphylococcus;Staphylococcus aureus;M1232;Staphylococcus aureus M1232;positive;anaerobic
1402730;Staphylococcus;Staphylococcus aureus;M1233;Staphylococcus aureus M1233;positive;anaerobic
1402731;Staphylococcus;Staphylococcus aureus;M1234;Staphylococcus aureus M1234;positive;anaerobic
1402732;Staphylococcus;Staphylococcus aureus;M1235;Staphylococcus aureus M1235;positive;anaerobic
1402733;Staphylococcus;Staphylococcus aureus;M1236;Staphylococcus aureus M1236;positive;anaerobic
1402734;Staphylococcus;Staphylococcus aureus;M1237;Staphylococcus aureus M1237;positive;anaerobic
1402735;Staphylococcus;Staphylococcus aureus;M1238;Staphylococcus aureus M1238;positive;anaerobic
1402736;Staphylococcus;Staphylococcus aureus;M1239;Staphylococcus aureus M1239;positive;anaerobic
1402737;Staphylococcus;Staphylococcus aureus;M1240;Staphylococcus aureus M1240;positive;anaerobic
1402738;Staphylococcus;Staphylococcus aureus;M1241;Staphylococcus aureus M1241;positive;anaerobic
1402739;Staphylococcus;Staphylococcus aureus;M1242;Staphylococcus aureus M1242;positive;anaerobic
1402740;Staphylococcus;Staphylococcus aureus;M1243;Staphylococcus aureus M1243;positive;anaerobic
1169270;Staphylococcus;Staphylococcus aureus;M1244;Staphylococcus aureus M1244;positive;
1402741;Staphylococcus;Staphylococcus aureus;M1245;Staphylococcus aureus M1245;positive;anaerobic
1402742;Staphylococcus;Staphylococcus aureus;M1246;Staphylococcus aureus M1246;positive;anaerobic
1402743;Staphylococcus;Staphylococcus aureus;M1247;Staphylococcus aureus M1247;positive;anaerobic
1158479;Staphylococcus;Staphylococcus aureus;M1248;Staphylococcus aureus M1248;positive;
1402744;Staphylococcus;Staphylococcus aureus;M1249;Staphylococcus aureus M1249;positive;anaerobic
1402745;Staphylococcus;Staphylococcus aureus;M1250;Staphylococcus aureus M1250;positive;anaerobic
1402746;Staphylococcus;Staphylococcus aureus;M1251;Staphylococcus aureus M1251;positive;anaerobic
1402747;Staphylococcus;Staphylococcus aureus;M1252;Staphylococcus aureus M1252;positive;anaerobic
1158480;Staphylococcus;Staphylococcus aureus;M1253;Staphylococcus aureus M1253;positive;
1402748;Staphylococcus;Staphylococcus aureus;M1254;Staphylococcus aureus M1254;positive;anaerobic
1158481;Staphylococcus;Staphylococcus aureus;M1255;Staphylococcus aureus M1255;positive;
1169271;Staphylococcus;Staphylococcus aureus;M1256;Staphylococcus aureus M1256;positive;
1158482;Staphylococcus;Staphylococcus aureus;M1257;Staphylococcus aureus M1257;positive;
1402749;Staphylococcus;Staphylococcus aureus;M1258;Staphylococcus aureus M1258;positive;anaerobic
1402750;Staphylococcus;Staphylococcus aureus;M1259;Staphylococcus aureus M1259;positive;anaerobic
1402751;Staphylococcus;Staphylococcus aureus;M1260;Staphylococcus aureus M1260;positive;anaerobic
1402752;Staphylococcus;Staphylococcus aureus;M1261;Staphylococcus aureus M1261;positive;anaerobic
1402753;Staphylococcus;Staphylococcus aureus;M1262;Staphylococcus aureus M1262;positive;anaerobic
1402754;Staphylococcus;Staphylococcus aureus;M1263;Staphylococcus aureus M1263;positive;anaerobic
1402755;Staphylococcus;Staphylococcus aureus;M1264;Staphylococcus aureus M1264;positive;anaerobic
1402756;Staphylococcus;Staphylococcus aureus;M1265;Staphylococcus aureus M1265;positive;anaerobic
1402757;Staphylococcus;Staphylococcus aureus;M1267;Staphylococcus aureus M1267;positive;anaerobic
1402758;Staphylococcus;Staphylococcus aureus;M1268;Staphylococcus aureus M1268;positive;anaerobic
1402759;Staphylococcus;Staphylococcus aureus;M1269;Staphylococcus aureus M1269;positive;anaerobic
1402760;Staphylococcus;Staphylococcus aureus;M1270;Staphylococcus aureus M1270;positive;anaerobic
1410782;Staphylococcus;Staphylococcus aureus;M12703;Staphylococcus aureus M12703;positive;anaerobic
1410783;Staphylococcus;Staphylococcus aureus;M12709;Staphylococcus aureus M12709;positive;anaerobic
1402761;Staphylococcus;Staphylococcus aureus;M1271;Staphylococcus aureus M1271;positive;anaerobic
1410784;Staphylococcus;Staphylococcus aureus;M12714;Staphylococcus aureus M12714;positive;anaerobic
1410785;Staphylococcus;Staphylococcus aureus;M12717;Staphylococcus aureus M12717;positive;anaerobic
1402762;Staphylococcus;Staphylococcus aureus;M1272;Staphylococcus aureus M1272;positive;anaerobic
1402763;Staphylococcus;Staphylococcus aureus;M1273;Staphylococcus aureus M1273;positive;anaerobic
1402764;Staphylococcus;Staphylococcus aureus;M1274;Staphylococcus aureus M1274;positive;anaerobic
1169272;Staphylococcus;Staphylococcus aureus;M1275;Staphylococcus aureus M1275;positive;
1402765;Staphylococcus;Staphylococcus aureus;M1276;Staphylococcus aureus M1276;positive;anaerobic
1158483;Staphylococcus;Staphylococcus aureus;M1277;Staphylococcus aureus M1277;positive;
1402766;Staphylococcus;Staphylococcus aureus;M1278;Staphylococcus aureus M1278;positive;anaerobic
1402767;Staphylococcus;Staphylococcus aureus;M1279;Staphylococcus aureus M1279;positive;anaerobic
1402768;Staphylococcus;Staphylococcus aureus;M1280;Staphylococcus aureus M1280;positive;anaerobic
1402769;Staphylococcus;Staphylococcus aureus;M1281;Staphylococcus aureus M1281;positive;anaerobic
1402770;Staphylococcus;Staphylococcus aureus;M1282;Staphylococcus aureus M1282;positive;anaerobic
1402771;Staphylococcus;Staphylococcus aureus;M1283;Staphylococcus aureus M1283;positive;anaerobic
1402772;Staphylococcus;Staphylococcus aureus;M1285;Staphylococcus aureus M1285;positive;anaerobic
1169273;Staphylococcus;Staphylococcus aureus;M1286;Staphylococcus aureus M1286;positive;
1402773;Staphylococcus;Staphylococcus aureus;M1287;Staphylococcus aureus M1287;positive;anaerobic
1402774;Staphylococcus;Staphylococcus aureus;M1288;Staphylococcus aureus M1288;positive;anaerobic
1402775;Staphylococcus;Staphylococcus aureus;M1289;Staphylococcus aureus M1289;positive;anaerobic
1402776;Staphylococcus;Staphylococcus aureus;M1290;Staphylococcus aureus M1290;positive;anaerobic
1158484;Staphylococcus;Staphylococcus aureus;M1291;Staphylococcus aureus M1291;positive;
1402777;Staphylococcus;Staphylococcus aureus;M1292;Staphylococcus aureus M1292;positive;anaerobic
1402778;Staphylococcus;Staphylococcus aureus;M1293;Staphylococcus aureus M1293;positive;anaerobic
1402779;Staphylococcus;Staphylococcus aureus;M1294;Staphylococcus aureus M1294;positive;anaerobic
1402780;Staphylococcus;Staphylococcus aureus;M1295;Staphylococcus aureus M1295;positive;anaerobic
1402781;Staphylococcus;Staphylococcus aureus;M1296;Staphylococcus aureus M1296;positive;anaerobic
1402782;Staphylococcus;Staphylococcus aureus;M1297;Staphylococcus aureus M1297;positive;anaerobic
1402783;Staphylococcus;Staphylococcus aureus;M1298;Staphylococcus aureus M1298;positive;anaerobic
1402784;Staphylococcus;Staphylococcus aureus;M1299;Staphylococcus aureus M1299;positive;anaerobic
1402785;Staphylococcus;Staphylococcus aureus;M1300;Staphylococcus aureus M1300;positive;anaerobic
1402786;Staphylococcus;Staphylococcus aureus;M1301;Staphylococcus aureus M1301;positive;anaerobic
1402787;Staphylococcus;Staphylococcus aureus;M1302;Staphylococcus aureus M1302;positive;anaerobic
1402788;Staphylococcus;Staphylococcus aureus;M1303;Staphylococcus aureus M1303;positive;anaerobic
1402789;Staphylococcus;Staphylococcus aureus;M1304;Staphylococcus aureus M1304;positive;anaerobic
1412756;Staphylococcus;Staphylococcus aureus;M13048;Staphylococcus aureus M13048;positive;anaerobic
1402790;Staphylococcus;Staphylococcus aureus;M1305;Staphylococcus aureus M1305;positive;anaerobic
1402791;Staphylococcus;Staphylococcus aureus;M1306;Staphylococcus aureus M1306;positive;anaerobic
1412757;Staphylococcus;Staphylococcus aureus;M13060;Staphylococcus aureus M13060;positive;anaerobic
1412758;Staphylococcus;Staphylococcus aureus;M13065;Staphylococcus aureus M13065;positive;anaerobic
1402792;Staphylococcus;Staphylococcus aureus;M1308;Staphylococcus aureus M1308;positive;anaerobic
1169274;Staphylococcus;Staphylococcus aureus;M1309;Staphylococcus aureus M1309;positive;
1402793;Staphylococcus;Staphylococcus aureus;M1310;Staphylococcus aureus M1310;positive;anaerobic
1158485;Staphylococcus;Staphylococcus aureus;M1311;Staphylococcus aureus M1311;positive;
1402794;Staphylococcus;Staphylococcus aureus;M1312;Staphylococcus aureus M1312;positive;anaerobic
1402795;Staphylococcus;Staphylococcus aureus;M1313;Staphylococcus aureus M1313;positive;anaerobic
1402796;Staphylococcus;Staphylococcus aureus;M1314;Staphylococcus aureus M1314;positive;anaerobic
1402797;Staphylococcus;Staphylococcus aureus;M1315;Staphylococcus aureus M1315;positive;anaerobic
1402798;Staphylococcus;Staphylococcus aureus;M1316;Staphylococcus aureus M1316;positive;anaerobic
1402799;Staphylococcus;Staphylococcus aureus;M1317;Staphylococcus aureus M1317;positive;anaerobic
1402800;Staphylococcus;Staphylococcus aureus;M1318;Staphylococcus aureus M1318;positive;anaerobic
1402801;Staphylococcus;Staphylococcus aureus;M1319;Staphylococcus aureus M1319;positive;anaerobic
1158486;Staphylococcus;Staphylococcus aureus;M1320;Staphylococcus aureus M1320;positive;
1158487;Staphylococcus;Staphylococcus aureus;M1321;Staphylococcus aureus M1321;positive;
1158488;Staphylococcus;Staphylococcus aureus;M1322;Staphylococcus aureus M1322;positive;
1402802;Staphylococcus;Staphylococcus aureus;M1323;Staphylococcus aureus M1323;positive;anaerobic
1402803;Staphylococcus;Staphylococcus aureus;M1324;Staphylococcus aureus M1324;positive;anaerobic
1402804;Staphylococcus;Staphylococcus aureus;M1325;Staphylococcus aureus M1325;positive;anaerobic
1402805;Staphylococcus;Staphylococcus aureus;M1326;Staphylococcus aureus M1326;positive;anaerobic
1402806;Staphylococcus;Staphylococcus aureus;M1328;Staphylococcus aureus M1328;positive;anaerobic
