pasteur_genus;pasteur_species;pasteur_strain;pasteur_speciesStrain;pasteur_typeStrain;pasteur_cultureNo;pasteur_growthTemp;pasteur_ref;pasteur_genes;pasteur_source;pasteur_oxygen;pasteur_medium
Streptomyces;Streptomyces thioluteus;;Streptomyces thioluteus;yes;JCM 4844|DSM 40027|NBRC 13341|NRRL B-1667|IFO 13341|ISP 5027|RIA 1302|ATCC 12310|JCM 4087|IFO 3364|CBS 642.72|DSM 41486|JCM 4182|CCRC 12428|HUT 6071|VKM Ac-1914|KCC S-0844;30;Gen. Microbiol., 1969, 17, 1-60|Int. J. Syst. Bacteriol., 1972, 22, 265-394|Int. J. Syst. Bacteriol., 1980, 30, 225-420|Int. J. Syst. Bacteriol., 1991, 41, 456-457|System. Appl. Microbiol., 1990, 13, 361-371|Int. J. Syst. Evol. Microbiol., 2003, 53, 1519-1529.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=57
Streptomyces;Streptomyces turgidiscabies;;Streptomyces turgidiscabies;yes;ATCC 700248|IFO 16080;30;Int. J. Syst. Bacteriol., 1998, 48, 495|Int. J. Syst. Bacteriol., 1998, 48, 634.;;Potato tuber;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Streptomyces;Streptomyces viridiflavus;;Streptomyces viridiflavus;yes;ATCC 12631|DSM 40237|JCM 4221|NBRC 15799|NRRL B-1569|IFO 13351|CBS 652.72|IMRU 3685|ISP 5237|RIA 1312|JCM 4857|IFO 15799|NBRC 13351|KCC S-0221;30;Int. J. Syst. Bacteriol., 1972, 22, 265-394|System. Appl. Microbiol., 1990, 13, 361-371|Int. J. Syst. Bacteriol., 1991, 41, 456-458|Int. J. Syst. Evol. Microbiol., 2003, 53, 1519-1529|Int. J. Syst. Evol. microbiol., 2004, 54, 3-6.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=57
Streptomyces;Streptomyces viridosporus;;Streptomyces viridosporus;yes;CCUG 37512|DSM 40243|NRRL 2414|ATCC 27479|CBS 654.72|IFO 13353|ISP 5243|RIA 1314|JCM 4859|IMET 43514;30;Appl. Microbiol., 1958, 6, 52-79|Int. J. Syst. Bacteriol., 1972, 22, 265-394|Int. J. Syst. Bacteriol., 1980, 30, 225-420|J. Basic Microbiol., 1998, 38, 241-255|Antonie van Leeuwenhoek, 2017, 110, 1133-1148|Int. J. Syst. Evol. Microbiol., 2018, 68, 7-8.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=57
Streptomyces;Streptomyces yunnanensis;;Streptomyces yunnanensis;yes;CGLCC 4.1004|DSM 41793|CCRC 16301;30;Int. J. Syst. Evol. Microbiol., 2003, 53, 217-221|Int. J. Syst. Evol. Microbiol., 2003, 53, 629-630.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Streptosporangium;Streptosporangium amethystogenes;fukuiense;Streptosporangium amethystogenes fukuiense;yes;;30;Actinomycetol., 1996, 10, 35.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=116
Streptosporangium;Streptosporangium sandarakinum;;Streptosporangium sandarakinum;yes;DSM 45763 |LMG 27062;25;Int. J. Syst. Evol. Microbiol., 2013, 63,2484-2489|Int. J. Syst. Evol. Microbiol., 2013, 63, 3549-3550.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=57
Streptoverticillium;Streptoverticillium reticulum;;Streptoverticillium reticulum;;ATCC 25607;25;;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=57
Subsaximicrobium;Subsaximicrobium saxinquilinus;;Subsaximicrobium saxinquilinus;yes;ACAM 1063;22;Int. J. Syst. Evol. Microbiol., 2005, 55, 1471-1486|Int. J. Syst. Evol. Microbiol., 2005, 55, 2239-2241.;;Cyanobacterial biofilm on the underside of a quartz stone;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Subsaximicrobium;Subsaximicrobium wynnwilliamsii;;Subsaximicrobium wynnwilliamsii;yes;;22;Int. J. Syst. Evol. Microbiol., 2005, 55, 1471-1486|Int. J. Syst. Evol. Microbiol., 2005, 55, 2239-2241.;;Cyanobacterial biofilm on the underside of a quartz stone;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Subtercola;Subtercola boreus;;Subtercola boreus;yes;DSM 13056|CCUG 43135;20;Int. J. Syst. Evol. Microbiol., 2000, 50, 1731-1739|Int. J. Syst. Evol. Microbiol., 2000, 50, 1955.;;Groundwater;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Subtercola;Subtercola frigoramans;;Subtercola frigoramans;yes;DSM 13057|CCUG 43136;20;Int. J. Syst. Evol. Microbiol., 2000, 50, 1731-1739|Int. J. Syst. Evol. Microbiol., 2000, 50, 1955.;;Groundwater;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=298
Sutterella;Sutterella morbirensis;;Sutterella morbirensis;yes;CCUG 49335;37;Int. J. Syst. Evol. Microbiol., 2005, 55, 2269-2272|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321Submitted;;Human, blood, kidney abscess, drug abuser;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=10
Sutterella;Sutterella wadsworthensis;;Sutterella wadsworthensis;;;37;Int. J. Syst. Bacteriol., 1996, 46, 252|Int. J. Syst. Evol. Microbiol., 2005, 55, 2269-2272|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321.;;Human, appendix tissue;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Sutterella;Sutterella wadsworthensis;ATCC 51579;Sutterella wadsworthensis ATCC 51579;yes;ATCC 51579;37;Int. J. Syst. Bacteriol., 1996, 46, 252|Int. J. Syst. Evol. Microbiol., 2005, 55, 2269-2272|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321.;;Human, abdominal fluid;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Suttonella;Suttonella indologenes;ATCC 25869;Suttonella indologenes ATCC 25869;yes;ATCC 25869|JCM 1478|NCTC 10717;30;Appl. Microbiol., 1970, 20, 405|Int. J. Syst. Bacteriol., 1980, 30, 225|Int. J. Syst. Bacteriol., 1990, 40, 430|Int. J. Syst. Evol. Microbiol., 2005, 55, 2269-2272|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321.;;Angular conjunctivitis;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Suttonella;Suttonella indologenes;NCTC 10883;Suttonella indologenes NCTC 10883;;NCTC 10883;30;J. Med. Microbiol., 1972, 5, 148|Int. J. Syst. Bacteriol., 1990, 40, 430|Int. J. Syst. Evol. Microbiol., 2005, 55, 2269-2272|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321.;;Corneal abscess;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4
Suttonella;Suttonella ornithocola;;Suttonella ornithocola;yes;CCUG 49457|NCTC 13337;37;Int. J. Syst. Evol. Microbiol., 2005, 55, 2269-2272|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321.;;Bird, congested lung, coal tit, Parus acer;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=10
Tamlana;Tamlana crocina;;Tamlana crocina;yes;JCM 14021|KCTC 12721;30;Int. J. Syst. Evol. Microbiol., 2007, 57, 764-769|Int. J. Syst. Evol. Microbiol., 2007, 57, 1374-1375|Int. J. Syst. Evol. Microbiol., 2013, 63, 332-338|Int. J. Syst. Evol. Microbiol., 2013, 63, 1211-1213.;;Beach sediment;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Tannerella;Tannerella forsythia;;Tannerella forsythia;;;37;Int. J. Syst. Bacteriol., 1986, 36, 213.;;Human, periodontal pocket;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Tatlockia;Tatlockia maceachernii;;Tatlockia maceachernii;yes;ATCC 35300|NCTC 11982;37;Int. J. Syst. Bacteriol., 1985, 35, 50|System. Appl. Microbiol., 1991, 14, 52|J. Clin. Microbiol., 1995, 33, 402|Res. Microbiol., 2002, 153, 679-686.;;Water in home evaporator cooler;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=23
Tatlockia;Tatlockia micdadei;;Tatlockia micdadei;yes;ATCC 33218;37;Int. J. Syst. Bacteriol., 1980, 30, 609|Int. J. Syst. Bacteriol., 1980, 30, 676|Int. J. Syst. Bacteriol., 1985, 35, 50|Curr. Microbiol., 1980, 3, 255|Curr. Microbiol., 1980, 4, 111|Ann. Int. Med., 1980, 92, 45|Ann. Int. Med., 1980, 92, 53|J. Clin. Microbiol., 1995, 33, 402|Res. Microbiol., 2002, 153, 679-686.;;Human, blood via yolk sac;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=23
Tatumella;Tatumella citrea;;Tatumella citrea;yes;ATCC 31623|BD 875|CCUG 30156|DSM 13699|JCM 8882|LMG 22049;25;Int. J. Syst. Bacteriol., 1992, 42, 203|Agricultural and Biological Chemistry, 1988, 52, 667|Int. J. Syst. Evol. Microbiol., 2010, 60, 484-494|Int. J. Syst. Evol. Microbiol., 2010, 60, 1253-1255.;;Mandarin orange;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Tatumella;Tatumella ptyseos;;Tatumella ptyseos;yes;ATCC 33301|CCUG 14188|LMG 7888|NCTC 11468|DSM 5000;30;Int. J. Syst. Bacteriol., 1982, 32, 267|J. Clin. Microbiol., 1981, 14, 86|Int. J. Syst. Evol. Microbiol., 2010, 60, 484-494|Int. J. Syst. Evol. Microbiol., 2010, 60, 1253-1255.;;Sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Tatumella;Tatumella punctata;;Tatumella punctata;yes;ATCC 31626|BD 876|CCUG 30159|DSM 13700|JCM 8885|LMG 22050;25;Int. J. Syst. Bacteriol., 1992, 42, 203|Agricultural and Biological Chemistry, 1988, 52, 667|Int. J. Syst. Evol. Microbiol., 2010, 60, 484-494|Int. J. Syst. Evol. Microbiol., 2010, 60, 1253-1255.;;Mandarin orange;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Tatumella;Tatumella terrea;;Tatumella terrea;yes;ATCC 31628|BD 877|CCUG 30161|DSM 13701|JCM 8887|LMG 22051;25;Int. J. Syst. Bacteriol., 1992, 42, 203|Agricultural and Biological Chemistry, 1988, 52, 667|Int. J. Syst. Evol. Microbiol., 2010, 60, 484-494|Int. J. Syst. Evol. Microbiol., 2010, 60, 1253-1255.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Taylorella;Taylorella equigenitalis;;Taylorella equigenitalis;;NCTC 11225;37;;;Mare, vaginal discharge;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=82
Taylorella;Taylorella equigenitalis;ATCC 35865;Taylorella equigenitalis ATCC 35865;yes;ATCC 35865|CCUG 10786|LMG 6222|NCTC 11184;37;Equine Vet. J., 1978, 10, 136|Vet. Rec., 1977, 101, 189|Curr. Microbiol., 1983, 9, 155|Int. J. Syst. Bacteriol., 1983, 33, 438|Int. J. Syst. Bacteriol., 1993, 43, 618.;;Equine, contagious metritis;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=82
Taylorella;Taylorella asinigentalis;;Taylorella asinigentalis;yes;ATCC 700933|LMG 19572;37;Int. J. Syst. Evol. Microbiol., 2001, 51, 971-976|Int. J. Syst. Evol. Microbiol., 2001, 51, 1231-1233.;;Urethral fossa of a jack donkey, Equus asinus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=10
Telluria;Telluria mixta;;Telluria mixta;yes;ATCC 49108|ACM 1762|DSM 4832|NCIMB 12789;30;System. Appl. Microbiol., 1988, 11, 53|Carbohydr. Res., 1978, 64, 169|Carbohydr. Res., 1979, 70, 283|Int. J. Syst. Bacteriol., 1993, 43, 120, Int. J. Syst. Bacteriol, 1993, 43, 399.;;Black earth soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=106
Tenacibaculum;Tenacibaculum amylolyticum;;Tenacibaculum amylolyticum;yes;IFO 16310;25;Int. J. Syst. Evol. Microbiol., 2001, 51, 1639-1652|Int. J. Syst. Evol. Microbiol., 2001, 51, 1947-1948.;;Green algae;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Tenacibaculum;Tenacibaculum maritimum;ATCC 43397;Tenacibaculum maritimum ATCC 43397;;ATCC 43397|NCIMB 2153;22;Int. J. Syst. Bacteriol., 1986, 36, 396 |Int. J. Syst. Bacteriol., 1989, 39, 346.;;Diseased black sea bream, kidney;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=35
Tenacibaculum;Tenacibaculum maritimum;ATCC 43398;Tenacibaculum maritimum ATCC 43398;yes;ATCC 43398|NCIMB 2154;20;Int. J. Syst. Bacteriol., 1986, 36, 396|Int. J. Syst. Bacteriol., 1989, 39, 346|Int. J. Syst. Evol. Microbiol., 2001, 51, 1639-1652|Int. J. Syst. Evol. Microbiol., 2001, 51, 1947-1948|Dis. Aquat. Org., 1990, 8, 233.;;Diseased red sea bream, kidney;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Tenacibaculum;Tenacibaculum maritimum;NCIMB 2158;Tenacibaculum maritimum NCIMB 2158;;NCIMB 2158;22;J. Fish Dis., 1982, 5, 495|Int. J. Syst. Bacteriol., 1989, 39, 346|Dis. Aquat. Org., 1990, 8, 233.;;Sole, black patch necrosis;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=35
Tenacibaculum;Tenacibaculum mesophilum;;Tenacibaculum mesophilum;yes;IFO 16307;25;Int. J. Syst. Evol. Microbiol., 2001, 51, 1639-1652|Int. J. Syst. Evol. Microbiol., 2001, 51, 1947-1948.;;Sponge;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Tenacibaculum;Tenacibaculum ovolyticum;ATCC 51886;Tenacibaculum ovolyticum ATCC 51886;;NCIMB 13128|LMG 13025|ATCC 51886;15;Int. J. Syst. Bacteriol., 1992, 42, 451-458.;;Atlantic halibut, Hipoglossus hipoglossus, egg;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Tenacibaculum;Tenacibaculum ovolyticum;ATCC 51887;Tenacibaculum ovolyticum ATCC 51887;yes;NCIMB 13127|LMG 13026|ATCC 51887|CCUG 35199;15;Int. J. Syst. Bacteriol., 1992, 42, 451-458|Int. J. Syst. Evol. Microbiol., 2001, 51, 1639-1652|Int. J. Syst. Evol. Microbiol., 2001, 51, 1947-1948.;;Atlantic halibut, Hippoglossus hipoglossus, eggs;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Tenacibaculum;Tenacibaculum ovolyticum;NCIMB 13129;Tenacibaculum ovolyticum NCIMB 13129;;NCIMB 13129|LMG 13027;15;Int. J. Syst. Bacteriol., 1992, 42, 451-458.;;Halibut, Hipoglossus hipoglossus,water in egg incubator;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Tepidicella;Tepidicella xavieri;;Tepidicella xavieri;yes;LMG 23030|DSM 19605;45;Int. J. Syst. Evol. Microbiol., 2006, 56, 907-912|Int. J. Syst. Evol. Microbiol., 2006, 56, 1461-1462.;;Hot spring runoffs;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=572
Tepidimonas;Tepidimonas thermarum;;Tepidimonas thermarum;yes;LMG 23094;50;System. Appl. Microbiol., 2006, 29, 450-456|Int. J. Syst. Evol. Microbiol., 2007, 57, 1.;;Water sample from a hot spring;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=635
Tepidiphilus;Tepidiphilus succinatimandens;;Tepidiphilus succinatimandens;yes;;55;Int. J. Syst. Evol. Microbiol., 2004, 54, 645-649|Int. J. Syst. Evol. Microbiol., 2004, 54, 1427-1428|Int. J. Syst. Evol. Microbiol., 2014, 64, 228-235|Int. J. Syst. Evol. Microbiol., 2014, 64,1075-1076.;;Oil field;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Terasakiella;Terasakiella pusilla;;Terasakiella pusilla;yes;ATCC 33338|IFO 13613|LMG 7372|LMG 5308|NCIMB 2229;25;Int. J. Syst. Bacteriol., 1979, 29, 130|Int. J. Syst. Bacteriol., 1980, 30, 339|Int. J. Syst. Evol. Microbiol., 2002, 52, 739-747|Int. J. Syst. Evol. Microbiol., 2002, 52, 1077-1079|Int. J. Syst. Evol. Microbiol., 2018, 68, 2048-2053|Int. J. Syst. Evol. Microbiol., 2018, 68, 2710-2711.;;Mussel, putrid infusion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Terrabacter;Terrabacter aerolatus;;Terrabacter aerolatus;yes;DSM 18562|KACC 20556;30;Int. J. Syst. Evol. Microbiol., 2007, 57, 2106-2109|Int. J. Syst. Evol. Microbiol., 2007, 57, 2727-2728.;;Air sample;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=338
Terrabacter;Terrabacter tumescens;;Terrabacter tumescens;yes;ATCC 6947|CCM 1655|CCUG 23850|DSM 20308|IAM 12345|IMET 10431|JCM 1365|NCDO 1574|NCIMB 8914|LMG 3818;25;Int. J. Syst. Bacteriol., 1980, 30, 225|Int. J. Syst. Bacteriol., 1989, 39, 1.;;Garden soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Terracoccus;Terracoccus luteus;;Terracoccus luteus;yes;DSM 44267|IMET 7848|CCM 4701|IFO 16165;30;Int. J. Syst. Bacteriol., 1997, 47, 1218|Int. J. Syst. Bacteriol., 1998, 48, 330.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Terribacillus;Terribacillus halophilus;;Terribacillus halophilus;yes;IAM 15310|KCTC 13937;30;Int. J. Syst. Evol. Microbiol., 2007, 57, 51-55|Int. J. Syst. Evol. Microbiol., 2007, 57, 659-660|Int. J. Syst. Evol. Microbiol., 2008, 58, 2287-2291.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Terribacillus;Terribacillus saccharophilus;;Terribacillus saccharophilus;;;30;Int. J. Syst. Evol. Microbiol., 2008, 58, 2287-2291|Ann. Inst. Pasteur, 1954, 87, 351.;;Human, blood|Human, cutaneous ulcer;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Terribacillus;Terribacillus saccharophilus;IAM 15309;Terribacillus saccharophilus IAM 15309;yes;IAM 15309|KCTC 13936;30;Int. J. Syst. Evol. Microbiol., 2007, 57, 51-55|Int. J. Syst. Evol. Microbiol., 2007, 57, 659-660|Int. J. Syst. Evol. Microbiol., 2008, 58, 2287-2291.;;Soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Terrimonas;Terrimonas ferruginea;;Terrimonas ferruginea;yes;IAM 15098|ATCC 13524|NBRC 14992|LMG 4021|DSM 30193;30;Int. J. Syst. Evol. Microbiol., 2006, 56, 1117-1121|Int. J. Syst. Evol. Microbiol., 2006, 56, 1719-1720|Int. J. Syst. Evol. Microbiol., 2013, 63, 1658-1664|Int. J. Syst. Evol. Microbiol., 2013, 63, 2755-2756.;;Soil sample;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=328
Terrimonas;Terrimonas lutea;;Terrimonas lutea;yes;IAM 15284|CCTCC AB205006;30;Int. J. Syst. Evol. Microbiol., 2006, 56, 1117-1121|Int. J. Syst. Evol. Microbiol., 2006, 56, 1719-1720|Int. J. Syst. Evol. Microbiol., 2013, 63, 1658-1664|Int. J. Syst. Evol. Microbiol., 2013, 63, 2755-2756.;;Soil, garden;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=328
Tetragenococcus;Tetragenococcus halophilus;halophilus;Tetragenococcus halophilus halophilus;yes;ATCC 33315|CCM 3458|DSM 20339|JCM 5888|LMG 11490|NCDO 1635|NCIMB 12011|IAM 1676;30;Int. J. Syst. Bacteriol., 1980, 30, 225|Int. J. Syst. Bacteriol., 1993, 43, 188|Int. J. Syst. Bacteriol., 1994, 44, 370|FEMS Microbiol. Lett., 1990, 70, 255|Int. J. Syst. Evol. Microbiol., 2012, 62, 129-137|Int. J. Syst. Evol. Microbiol., 2012, 62, 2012, 62, 757-758.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=63
Tetragenococcus;Tetragenococcus koreensis;;Tetragenococcus koreensis;yes;KCTC 3924|DSM 16501|LMG 22864;30;Int. J. Syst. Evol. Microbiol., 2005, 55, 1409-1413|Int. J. Syst. Evol. Microbiol., 2005, 55, 2239-2241.;;Food, kimchi;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Tetragenococcus;Tetragenococcus muriaticus;;Tetragenococcus muriaticus;;JCM 10007;30;Int. J. Syst. Bacteriol., 1997, 47, 832.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=290
Tetragenococcus;Tetragenococcus muriaticus;JCM 10006;Tetragenococcus muriaticus JCM 10006;yes;JCM 10006;30;Int. J. Syst. Bacteriol., 1997, 47, 832|Int. J. Syst. Bacteriol., 1997, 47, 1275.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=290
Tetragenococcus;Tetragenococcus solitarius;;Tetragenococcus solitarius;yes;NCTC 12193|DSM 5634;37;FEMS Microbiol. Lett., 1989, 57, 283|System. Appl. Microbiol., 2000, 23, 230-237|Int. J. Syst. Bacteriol., 1989, 39, 371|Int. J. Syst. Evol. Microbiol., 2005, 55, 589-592|Int. J. Syst. Evol. Microbiol., 2005, 55, 1399-1402.;;Ear exudate;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Tetrasphaera;Tetrasphaera duodecadis;;Tetrasphaera duodecadis;yes;ATCC 13347|IFO 12959|NCIMB 9222;25;Int. J. Syst. Bacteriol., 1980, 30, 253|Int. Bull. Bacteriol. Nomencl. Taxon, 1962, 12, 74|Arch. Microbiol., 1958, 31, 163|Int. J. Syst. Evol. Microbiol., 2006, 56, 1369-1373|Int. J. Syst. Evol. Microbiol., 2006, 56, 2029-2030.;;Field soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=298
Tetrasphaera;Tetrasphaera elongata;;Tetrasphaera elongata;yes;JCM 11141|DSM 14184|CCUG 46560;30;Int. J. Syst. Evol. Microbiol., 2002, 52, 883-887|Int. J. Syst. Evol. Microbiol., 2002, 52, 1077-1079|Int. J. Syst. Evol. Microbiol., 2006, 56, 1369-1373|Int. J. Syst. Evol. Microbiol., 2006, 56, 2029-2030.;;Activated sludge reactor;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Thalassobacillus;Thalassobacillus devorans;;Thalassobacillus devorans;yes;DSM 16966|CECT 7046|CCM 7282;37;Int. J. Syst. Evol. Microbiol., 2005, 55, 1789-1795|Int. J. Syst. Evol. Microbiol., 2006, 56, 7-9.;;Saline soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=15
Thalassobacter;Thalassobacter stenotrophicus;;Thalassobacter stenotrophicus;yes;CECT 5294|DSM 16310;25;Int. J. Syst. Evol. Microbiol., 2005, 55, 105-110|Int. J. Syst. Evol. Microbiol., 2005, 987-991|Int. J. Syst. Evol. Microbiol., 2005, 55, 1959-1963|Int. J. Syst. Evol. Microbiol., 2006, 56, 7-9.;;Sea water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thalassobaculum;Thalassobaculum salexigens;;Thalassobaculum salexigens;yes;DSM 19539|MOLA 84;25;Int. J. Syst. Evol. Microbiol., 2010, 60, 209-213|Int. J. Syst. Evol. Microbiol., 2010, 60, 719-720.;;Sea water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thalassobius;Thalassobius gelatinovorus;;Thalassobius gelatinovorus;yes;IAM 12617|ATCC 25655|DSM 5887|IFO 15761|NCIMB 2206|NBRC 15761|LMG 129|CECT 4357;25;Int. J. Syst. Bacteriol., 1992, 42, 133|Int. J. Syst. Bacteriol., 1999, 49, 1|J. Gen. Appl. Microbiol., 1998, 44, 201|Int. J. Syst. Evol. Microbiol., 2005, 55, 2371-2376|Int. J. Syst. Evol. Microbiol., 2006, 56, 1-6|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321.;;Sediment from the Kiel Fjord of the Baltic Sea;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thalassobius;Thalassobius mediterraneus;;Thalassobius mediterraneus;yes;CECT 5383|CCUG 49438;25;Int. J. Syst. Evol. Microbiol., 2005, 55, 2371-2376|Int. J. Syst. Evol. Microbiol., 2006, 56, 319-321.;;Sea water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thalassococcus;Thalassococcus halodurans;;Thalassococcus halodurans;yes;JCM 13833|NRRL B-41465;30;Int. J. Syst. Evol. Microbiol., 2007, 57, 1919-1924|Int. J. Syst. Evol. Microbiol., 2007, 57, 2451-2452.;;Marine sponge, Halichondria paniceau;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thalassomonas;Thalassomonas viridans;;Thalassomonas viridans;yes;CECT 5082;20;Int. J. Syst. Evol. Microbiol., 2001, 51, 1283-1289|Int. J. Syst. Evol. Microbiol., 2001, 51, 1621-1623|Int. J. Syst. Evol. Microbiol., 2006, 56, 1245-1250|Int. J. Syst. Evol. Microbiol., 2014, 64, 1223-1228.;;Cultivated oyster;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thalassospira;Thalassospira profundimaris;;Thalassospira profundimaris;yes;DSM 17430|CGMCC 1.3997;25;Int. J. Syst. Evol. Microbiol., 2007, 57, 316-320|Int. J. Syst. Evol. Microbiol., 2007, 57, 898-899.;;Deep sea, sediment sample;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Thalassospira;Thalassospira xiamenensis;;Thalassospira xiamenensis;yes;DSM 17429|CGMCC 1.3998;25;Int. J. Syst. Evol. Microbiol., 2007, 57, 316-320|Int. J. Syst. Evol. Microbiol., 2007, 57, 898-899.;;Surface water sample, waste-oil pool storage dock;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
