locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMCHIPE_01043	CDS	1056	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
JKMCHIPE_01044	CDS	1374		2.1.1.-	COG2265	putative RNA methyltransferase
JKMCHIPE_01045	CDS	129				hypothetical protein
JKMCHIPE_01046	CDS	1014	aes_1	3.1.1.-		Acetyl esterase
JKMCHIPE_01047	CDS	1035	melR_2		COG1609	HTH-type transcriptional repressor MelR
JKMCHIPE_01048	CDS	378	melA_1	3.2.1.22	COG3345	Alpha-galactosidase Mel36A
JKMCHIPE_01049	CDS	1794	melA_2	3.2.1.22	COG3345	Alpha-galactosidase Mel36A
JKMCHIPE_01050	CDS	1884	lacL	3.2.1.23	COG3250	Beta-galactosidase large subunit
JKMCHIPE_01051	CDS	975	lacM	3.2.1.23	COG3250	Beta-galactosidase small subunit
JKMCHIPE_01052	CDS	1023	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
JKMCHIPE_01053	CDS	1065	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
JKMCHIPE_01054	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
JKMCHIPE_01055	CDS	1092				hypothetical protein
JKMCHIPE_01056	CDS	1296	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
JKMCHIPE_01057	CDS	510	aroK	2.7.1.71	COG0703	Shikimate kinase
JKMCHIPE_01058	CDS	837	pheA			Bifunctional chorismate mutase/prephenate dehydratase
JKMCHIPE_01059	CDS	1737				hypothetical protein
JKMCHIPE_01060	CDS	1509	rhaR_1			HTH-type transcriptional activator RhaR
JKMCHIPE_01061	CDS	1287	lacE_2			Lactose-binding protein
JKMCHIPE_01062	CDS	870	lacF_4			Lactose transport system permease protein LacF
JKMCHIPE_01063	CDS	888	lacG_2			Lactose transport system permease protein LacG
JKMCHIPE_01064	CDS	684	umpB_1			Na(+), Li(+), K(+)/H(+) antiporter subunit B
JKMCHIPE_01065	CDS	774	umpB_2			Na(+), Li(+), K(+)/H(+) antiporter subunit B
JKMCHIPE_01066	CDS	399				hypothetical protein
JKMCHIPE_01067	CDS	672				hypothetical protein
JKMCHIPE_01068	CDS	441				hypothetical protein
JKMCHIPE_01069	CDS	669	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JKMCHIPE_01070	CDS	624	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
JKMCHIPE_01071	CDS	387				hypothetical protein
JKMCHIPE_01072	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
JKMCHIPE_01073	CDS	369				hypothetical protein
JKMCHIPE_01074	CDS	942				hypothetical protein
JKMCHIPE_01075	CDS	732	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
JKMCHIPE_01076	CDS	2322	yhgF		COG2183	Protein YhgF
JKMCHIPE_01077	CDS	483				Protein SprT-like protein
JKMCHIPE_01078	CDS	762	ydcF		COG1434	Protein YdcF
JKMCHIPE_01079	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
JKMCHIPE_01080	CDS	486				hypothetical protein
JKMCHIPE_01081	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
JKMCHIPE_01082	CDS	2646	polA	2.7.7.7		DNA polymerase I
JKMCHIPE_01083	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
JKMCHIPE_01084	CDS	630	coaE	2.7.1.24		Dephospho-CoA kinase
JKMCHIPE_01085	CDS	333				hypothetical protein
JKMCHIPE_01086	CDS	492	nrdR		COG1327	Transcriptional repressor NrdR
JKMCHIPE_01087	CDS	1374	dnaB		COG3611	Replication initiation and membrane attachment protein
JKMCHIPE_01088	CDS	927	dnaI		COG1484	Primosomal protein DnaI
JKMCHIPE_01089	CDS	441				hypothetical protein
JKMCHIPE_01090	CDS	702	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
JKMCHIPE_01091	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
JKMCHIPE_01092	CDS	1233	pepT	3.4.11.4		Peptidase T
JKMCHIPE_01093	CDS	909	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
JKMCHIPE_01094	CDS	273				hypothetical protein
JKMCHIPE_01095	CDS	1047				hypothetical protein
JKMCHIPE_01096	CDS	1425				IS1182 family transposase ISEfa12
JKMCHIPE_01097	CDS	2610	clpB		COG0542	Chaperone protein ClpB
JKMCHIPE_01098	CDS	672				hypothetical protein
JKMCHIPE_01099	CDS	495				hypothetical protein
JKMCHIPE_01100	CDS	1221	eis_1	2.3.1.-		N-acetyltransferase Eis
JKMCHIPE_01101	CDS	1836	lepA	3.6.5.-	COG0481	Elongation factor 4
JKMCHIPE_01102	CDS	1137	xerC_4			Tyrosine recombinase XerC
JKMCHIPE_01103	CDS	609				hypothetical protein
JKMCHIPE_01104	CDS	195				hypothetical protein
JKMCHIPE_01105	CDS	627				hypothetical protein
JKMCHIPE_01106	CDS	429				hypothetical protein
JKMCHIPE_01107	CDS	393				hypothetical protein
JKMCHIPE_01108	CDS	255				hypothetical protein
JKMCHIPE_01109	CDS	153				hypothetical protein
JKMCHIPE_01110	CDS	546				hypothetical protein
JKMCHIPE_01111	CDS	279				hypothetical protein
JKMCHIPE_01112	CDS	186				hypothetical protein
JKMCHIPE_01113	CDS	942				hypothetical protein
JKMCHIPE_01114	CDS	120				hypothetical protein
JKMCHIPE_01115	CDS	891				hypothetical protein
JKMCHIPE_01116	CDS	891				hypothetical protein
JKMCHIPE_01117	CDS	360				hypothetical protein
JKMCHIPE_01118	CDS	162				hypothetical protein
JKMCHIPE_01119	CDS	129				hypothetical protein
JKMCHIPE_01120	CDS	309				hypothetical protein
JKMCHIPE_01121	CDS	318				hypothetical protein
JKMCHIPE_01122	CDS	219				hypothetical protein
JKMCHIPE_01123	CDS	297				hypothetical protein
JKMCHIPE_01124	CDS	414				hypothetical protein
JKMCHIPE_01125	CDS	375				hypothetical protein
JKMCHIPE_01126	CDS	231				hypothetical protein
JKMCHIPE_01127	CDS	1200				hypothetical protein
JKMCHIPE_01128	CDS	210				hypothetical protein
JKMCHIPE_01129	CDS	687				hypothetical protein
JKMCHIPE_01130	CDS	855				hypothetical protein
JKMCHIPE_01131	CDS	1326				hypothetical protein
JKMCHIPE_01132	CDS	1560				hypothetical protein
JKMCHIPE_01133	CDS	1137				hypothetical protein
JKMCHIPE_01134	CDS	579				hypothetical protein
JKMCHIPE_01135	CDS	963				hypothetical protein
JKMCHIPE_01136	CDS	213				hypothetical protein
JKMCHIPE_01137	CDS	360				hypothetical protein
JKMCHIPE_01138	CDS	402				hypothetical protein
JKMCHIPE_01139	CDS	348				hypothetical protein
JKMCHIPE_01140	CDS	351				hypothetical protein
JKMCHIPE_01141	CDS	390				hypothetical protein
JKMCHIPE_01142	CDS	540				hypothetical protein
JKMCHIPE_01143	CDS	441				hypothetical protein
JKMCHIPE_01144	CDS	621				hypothetical protein
JKMCHIPE_01145	CDS	4632				hypothetical protein
JKMCHIPE_01146	CDS	828				hypothetical protein
JKMCHIPE_01147	CDS	1020				hypothetical protein
JKMCHIPE_01148	CDS	1050				hypothetical protein
JKMCHIPE_01149	CDS	2253				hypothetical protein
JKMCHIPE_01150	CDS	447				hypothetical protein
JKMCHIPE_01151	CDS	138				hypothetical protein
JKMCHIPE_01152	CDS	294				hypothetical protein
JKMCHIPE_01153	CDS	225				hypothetical protein
JKMCHIPE_01154	CDS	1020				hypothetical protein
JKMCHIPE_01155	CDS	579				hypothetical protein
JKMCHIPE_01156	tRNA	74				tRNA-Met(cat)
JKMCHIPE_01157	CDS	303				hypothetical protein
JKMCHIPE_01158	CDS	1233	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
JKMCHIPE_01159	CDS	570				hypothetical protein
JKMCHIPE_01160	CDS	441				Flavodoxin
JKMCHIPE_01161	CDS	765	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
JKMCHIPE_01162	CDS	924				hypothetical protein
JKMCHIPE_01163	CDS	1140	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
JKMCHIPE_01164	CDS	801				hypothetical protein
JKMCHIPE_01165	CDS	828				hypothetical protein
JKMCHIPE_01166	CDS	708				hypothetical protein
JKMCHIPE_01167	CDS	867	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
JKMCHIPE_01168	CDS	573	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JKMCHIPE_01169	CDS	1029	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JKMCHIPE_01170	CDS	852	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
JKMCHIPE_01171	CDS	2034				hypothetical protein
JKMCHIPE_01172	CDS	1299				hypothetical protein
JKMCHIPE_01173	CDS	807	tagG		COG1682	Teichoic acid translocation permease protein TagG
JKMCHIPE_01174	CDS	1221	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JKMCHIPE_01175	CDS	1587	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
JKMCHIPE_01176	CDS	2139	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JKMCHIPE_01177	CDS	1392				hypothetical protein
JKMCHIPE_01178	CDS	1041	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JKMCHIPE_01179	CDS	873				hypothetical protein
JKMCHIPE_01180	CDS	702	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
JKMCHIPE_01181	CDS	1068	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JKMCHIPE_01182	CDS	972	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JKMCHIPE_01183	CDS	1434				hypothetical protein
JKMCHIPE_01184	CDS	825				hypothetical protein
JKMCHIPE_01185	CDS	972				hypothetical protein
JKMCHIPE_01186	CDS	1425				hypothetical protein
JKMCHIPE_01187	CDS	948	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
JKMCHIPE_01188	CDS	1161	pbpX_1		COG1680	Putative penicillin-binding protein PbpX
JKMCHIPE_01189	CDS	1176	mltG	4.2.2.-		Endolytic murein transglycosylase
JKMCHIPE_01190	CDS	480	greA		COG0782	Transcription elongation factor GreA
JKMCHIPE_01191	CDS	732				hypothetical protein
JKMCHIPE_01192	CDS	1068	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
JKMCHIPE_01193	CDS	633	vraR			Response regulator protein VraR
JKMCHIPE_01194	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
JKMCHIPE_01195	CDS	294				hypothetical protein
JKMCHIPE_01196	CDS	948	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
JKMCHIPE_01197	CDS	804				hypothetical protein
JKMCHIPE_01198	CDS	900	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
JKMCHIPE_01199	CDS	471				hypothetical protein
JKMCHIPE_01200	CDS	609	sodA	1.15.1.1		Superoxide dismutase [Mn]
JKMCHIPE_01201	CDS	201	cspD		COG1278	Cold shock protein CspD
JKMCHIPE_01202	CDS	1227	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
JKMCHIPE_01203	CDS	471	crtK-2		COG3476	Tryptophan-rich protein TspO
JKMCHIPE_01204	CDS	579		1.14.99.53	COG3397	Lytic chitin monooxygenase
JKMCHIPE_01205	CDS	1383	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
JKMCHIPE_01206	CDS	798	recX			Regulatory protein RecX
JKMCHIPE_01207	CDS	1179	mutY	3.2.2.31		Adenine DNA glycosylase
JKMCHIPE_01208	CDS	534				hypothetical protein
JKMCHIPE_01209	CDS	435		2.3.1.-		Acetyltransferase
JKMCHIPE_01210	CDS	1119	yhhT		COG0628	Putative transport protein YhhT
JKMCHIPE_01211	CDS	1377				hypothetical protein
JKMCHIPE_01212	CDS	1581	prfC			Peptide chain release factor 3
JKMCHIPE_01213	CDS	225				hypothetical protein
JKMCHIPE_01214	CDS	321				hypothetical protein
JKMCHIPE_01215	CDS	2097	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
JKMCHIPE_01216	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
JKMCHIPE_01217	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
JKMCHIPE_01218	CDS	1047	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
JKMCHIPE_01219	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
JKMCHIPE_01220	CDS	888	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JKMCHIPE_01221	CDS	231	ykuJ		COG4703	putative protein YkuJ
JKMCHIPE_01222	CDS	966	uvrC_2			UvrABC system protein C
JKMCHIPE_01223	CDS	441	slyA_2			Transcriptional regulator SlyA
JKMCHIPE_01224	CDS	963	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JKMCHIPE_01225	CDS	225	acpA		COG0236	Acyl carrier protein
JKMCHIPE_01226	CDS	918	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
JKMCHIPE_01227	CDS	738	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JKMCHIPE_01228	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JKMCHIPE_01229	CDS	477	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
JKMCHIPE_01230	CDS	420	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
JKMCHIPE_01231	CDS	1380	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
JKMCHIPE_01232	CDS	870	accD_2	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JKMCHIPE_01233	CDS	786	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
JKMCHIPE_01234	CDS	528	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
JKMCHIPE_01235	CDS	1110	yqeH		COG1161	putative protein YqeH
JKMCHIPE_01236	CDS	312			COG1534	RNA-binding protein
JKMCHIPE_01237	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JKMCHIPE_01238	CDS	594				hypothetical protein
JKMCHIPE_01239	CDS	261	rsfS		COG0799	Ribosomal silencing factor RsfS
JKMCHIPE_01240	CDS	741	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JKMCHIPE_01241	CDS	1152	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
JKMCHIPE_01242	CDS	720	yeeN		COG0217	putative transcriptional regulatory protein YeeN
JKMCHIPE_01243	CDS	648				hypothetical protein
JKMCHIPE_01244	CDS	2280	helD_2	3.6.4.12	COG3973	DNA helicase IV
JKMCHIPE_01245	CDS	1824	ziaA	7.2.2.12		Zinc-transporting ATPase
JKMCHIPE_01246	CDS	180		5.3.2.-		putative tautomerase
JKMCHIPE_01247	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
JKMCHIPE_01248	CDS	849	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
JKMCHIPE_01249	CDS	2154	penA		COG0768	Penicillin-binding protein 2B
JKMCHIPE_01250	CDS	810	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
JKMCHIPE_01251	CDS	1545	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
JKMCHIPE_01252	CDS	1197	sbnD_2			Staphyloferrin B transporter
JKMCHIPE_01253	CDS	186				hypothetical protein
JKMCHIPE_01254	CDS	3315	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
JKMCHIPE_01255	CDS	963	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
JKMCHIPE_01256	CDS	1785	pyk	2.7.1.40	COG0469	Pyruvate kinase
JKMCHIPE_01257	CDS	903	gltC_2			HTH-type transcriptional regulator GltC
JKMCHIPE_01258	CDS	570				hypothetical protein
JKMCHIPE_01259	CDS	180	rpmF			50S ribosomal protein L32
JKMCHIPE_01260	CDS	1422	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
JKMCHIPE_01261	CDS	687	arlR_1		COG0745	Response regulator ArlR
JKMCHIPE_01262	CDS	1506	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
JKMCHIPE_01263	rRNA	1558				16S ribosomal RNA
JKMCHIPE_01264	tRNA	73				tRNA-Ala(tgc)
JKMCHIPE_01265	rRNA	2911				23S ribosomal RNA
JKMCHIPE_01266	rRNA	111				5S ribosomal RNA
JKMCHIPE_01267	tRNA	76				tRNA-Asn(gtt)
JKMCHIPE_01268	tRNA	91				tRNA-Ser(gga)
JKMCHIPE_01269	tRNA	74				tRNA-Glu(ttc)
JKMCHIPE_01270	tRNA	75				tRNA-Val(tac)
JKMCHIPE_01271	tRNA	76				tRNA-Asp(gtc)
JKMCHIPE_01272	tRNA	76				tRNA-Phe(gaa)
JKMCHIPE_01273	tRNA	83				tRNA-Tyr(gta)
JKMCHIPE_01274	tRNA	74				tRNA-Trp(cca)
JKMCHIPE_01275	tRNA	74				tRNA-His(gtg)
JKMCHIPE_01276	tRNA	74				tRNA-Gln(ttg)
JKMCHIPE_01277	tRNA	87				tRNA-Leu(caa)
JKMCHIPE_01278	CDS	822	licT_3		COG3711	Transcription antiterminator LicT
JKMCHIPE_01279	CDS	765		3.5.1.-	COG3394	Carbohydrate deacetylase
JKMCHIPE_01280	CDS	1413	gamP		COG2190	Putative PTS system glucosamine-specific EIICBA component
JKMCHIPE_01281	CDS	1326	malH	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase MalH
JKMCHIPE_01282	CDS	459	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
JKMCHIPE_01283	CDS	1128	licC_2		COG1455	Lichenan permease IIC component
JKMCHIPE_01284	CDS	261				hypothetical protein
JKMCHIPE_01285	CDS	1236				hypothetical protein
JKMCHIPE_01286	CDS	828				hypothetical protein
JKMCHIPE_01287	CDS	771	srlR		COG1349	Glucitol operon repressor
JKMCHIPE_01288	CDS	1068	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
JKMCHIPE_01289	CDS	462				hypothetical protein
JKMCHIPE_01290	CDS	1485	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
JKMCHIPE_01291	CDS	300	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
JKMCHIPE_01292	CDS	639	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
JKMCHIPE_01293	CDS	861	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
JKMCHIPE_01294	CDS	711	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
JKMCHIPE_01295	CDS	435				hypothetical protein
JKMCHIPE_01296	CDS	300				hypothetical protein
JKMCHIPE_01297	CDS	195				hypothetical protein
JKMCHIPE_01298	CDS	762	focA		COG2116	putative formate transporter 1
JKMCHIPE_01299	CDS	246				hypothetical protein
JKMCHIPE_01300	CDS	750	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
JKMCHIPE_01301	CDS	699	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
JKMCHIPE_01302	CDS	558	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
JKMCHIPE_01303	CDS	1140	mtlD_1	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
JKMCHIPE_01304	CDS	432	cmtB_1		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
JKMCHIPE_01305	CDS	1446	mtlA			PTS system mannitol-specific EIICB component
JKMCHIPE_01306	CDS	1626	oatA_1	2.3.1.-		O-acetyltransferase OatA
JKMCHIPE_01307	CDS	354				hypothetical protein
JKMCHIPE_01308	CDS	1497	acpB			Capsule synthesis positive regulator AcpB
JKMCHIPE_01309	CDS	660				hypothetical protein
JKMCHIPE_01310	CDS	1035				hypothetical protein
JKMCHIPE_01311	CDS	324				hypothetical protein
JKMCHIPE_01312	CDS	2094				hypothetical protein
JKMCHIPE_01313	CDS	2067				hypothetical protein
JKMCHIPE_01314	CDS	234				hypothetical protein
JKMCHIPE_01315	CDS	954				hypothetical protein
JKMCHIPE_01316	CDS	729	nanR			HTH-type transcriptional repressor NanR
JKMCHIPE_01317	CDS	471				hypothetical protein
JKMCHIPE_01318	CDS	1407	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
JKMCHIPE_01319	CDS	921	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
JKMCHIPE_01320	CDS	840				hypothetical protein
JKMCHIPE_01321	CDS	1806				hypothetical protein
JKMCHIPE_01322	CDS	1608				hypothetical protein
JKMCHIPE_01323	CDS	1683	hutI	3.5.2.7		Imidazolonepropionase
JKMCHIPE_01324	CDS	954			COG2826	IS30 family transposase IS1252
JKMCHIPE_01325	CDS	1293	gntP		COG2610	High-affinity gluconate transporter
JKMCHIPE_01326	CDS	1146	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
JKMCHIPE_01327	CDS	1014				hypothetical protein
JKMCHIPE_01328	CDS	2418				hypothetical protein
JKMCHIPE_01329	CDS	1308				hypothetical protein
JKMCHIPE_01330	CDS	279				hypothetical protein
JKMCHIPE_01331	CDS	165				hypothetical protein
JKMCHIPE_01332	CDS	738	licT_4		COG3711	Transcription antiterminator LicT
JKMCHIPE_01333	CDS	1854	bglF_5		COG1263	PTS system beta-glucoside-specific EIIBCA component
JKMCHIPE_01334	CDS	693	bglH_5	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
JKMCHIPE_01335	CDS	726	bglH_6	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
JKMCHIPE_01336	CDS	954			COG2826	IS30 family transposase IS1252
JKMCHIPE_01337	CDS	1863				hypothetical protein
JKMCHIPE_01338	CDS	333				hypothetical protein
JKMCHIPE_01339	CDS	357				hypothetical protein
JKMCHIPE_01340	CDS	351				hypothetical protein
JKMCHIPE_01341	CDS	780				hypothetical protein
JKMCHIPE_01342	CDS	678				hypothetical protein
JKMCHIPE_01343	CDS	1107		3.1.1.-	COG3964	Deacetylase
JKMCHIPE_01344	CDS	1092	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
JKMCHIPE_01345	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
JKMCHIPE_01346	CDS	1941	manP_2		COG1299	PTS system mannose-specific EIIBCA component
JKMCHIPE_01347	CDS	1923	manR		COG1762	Transcriptional regulator ManR
JKMCHIPE_01348	CDS	423	arsC	1.20.4.4	COG0394	Arsenate reductase
JKMCHIPE_01349	CDS	1023	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
JKMCHIPE_01350	CDS	435			COG0789	putative HTH-type transcriptional regulator
JKMCHIPE_01351	CDS	975			COG1073	putative protein
JKMCHIPE_01352	CDS	387				hypothetical protein
JKMCHIPE_01353	CDS	954	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
JKMCHIPE_01354	CDS	792	lacR_2			Lactose phosphotransferase system repressor
JKMCHIPE_01355	CDS	459				hypothetical protein
JKMCHIPE_01356	CDS	300	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
JKMCHIPE_01357	CDS	1362	gatC_2		COG3775	PTS system galactitol-specific EIIC component
JKMCHIPE_01358	CDS	261				hypothetical protein
JKMCHIPE_01359	CDS	753	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
JKMCHIPE_01360	CDS	606	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
JKMCHIPE_01361	CDS	975	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
JKMCHIPE_01362	CDS	720	gmuR		COG2188	HTH-type transcriptional regulator GmuR
JKMCHIPE_01363	CDS	1272	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
JKMCHIPE_01364	CDS	1398	gmuD_3	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
JKMCHIPE_01365	CDS	441				Putative universal stress protein
JKMCHIPE_01366	CDS	327				hypothetical protein
JKMCHIPE_01367	CDS	750				hypothetical protein
JKMCHIPE_01368	CDS	456	spxA_3		COG1393	Regulatory protein Spx
JKMCHIPE_01369	CDS	276				hypothetical protein
JKMCHIPE_01370	CDS	816	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
JKMCHIPE_01371	CDS	1452	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
JKMCHIPE_01372	CDS	2667		7.2.2.10	COG0474	Calcium-transporting ATPase
JKMCHIPE_01373	CDS	753	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JKMCHIPE_01374	CDS	1155	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
JKMCHIPE_01375	CDS	2442	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
JKMCHIPE_01376	CDS	705				hypothetical protein
JKMCHIPE_01377	CDS	246				hypothetical protein
JKMCHIPE_01378	CDS	852	yvgN	1.1.1.-	COG0656	Glyoxal reductase
JKMCHIPE_01379	CDS	1005				hypothetical protein
JKMCHIPE_01380	CDS	357				hypothetical protein
JKMCHIPE_01381	CDS	1188	tuf_2			Elongation factor Tu
JKMCHIPE_01382	CDS	2592	mprF_1	2.3.2.3		Phosphatidylglycerol lysyltransferase
JKMCHIPE_01383	CDS	720	xylF	3.7.1.9		2-hydroxymuconate semialdehyde hydrolase
JKMCHIPE_01384	CDS	633				hypothetical protein
JKMCHIPE_01385	CDS	861				hypothetical protein
JKMCHIPE_01386	CDS	2316	ctpE_2	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
JKMCHIPE_01387	CDS	1842	dnaG	2.7.7.-	COG0358	DNA primase
JKMCHIPE_01388	CDS	1110	sigA		COG0568	RNA polymerase sigma factor SigA
JKMCHIPE_01389	CDS	2103	mapZ			Mid-cell-anchored protein Z
JKMCHIPE_01390	CDS	864	cvfB			Conserved virulence factor B
JKMCHIPE_01391	CDS	468	fur		COG0735	Ferric uptake regulation protein
JKMCHIPE_01392	CDS	171				hypothetical protein
JKMCHIPE_01393	CDS	888	xerD_1			Tyrosine recombinase XerD
JKMCHIPE_01394	CDS	372	ribT	2.3.1.-		Protein RibT
JKMCHIPE_01395	CDS	798	scpA		COG1354	Segregation and condensation protein A
JKMCHIPE_01396	CDS	570	scpB			Segregation and condensation protein B
JKMCHIPE_01397	CDS	717	rluB_1	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
JKMCHIPE_01398	CDS	612	fmnP		COG3601	Riboflavin transporter FmnP
JKMCHIPE_01399	CDS	1524				hypothetical protein
JKMCHIPE_01400	CDS	1341		3.4.13.-		Putative dipeptidase
