locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEFKBDCK_02645	CDS	471	atpF		COG0711	ATP synthase subunit b
EEFKBDCK_02646	CDS	288	atpH_2			ATP synthase subunit c
EEFKBDCK_02647	CDS	819	atpB		COG0356	ATP synthase subunit a
EEFKBDCK_02648	CDS	372				hypothetical protein
EEFKBDCK_02649	CDS	822	parB		COG1475	putative chromosome-partitioning protein ParB
EEFKBDCK_02650	CDS	786	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
EEFKBDCK_02651	CDS	651	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
EEFKBDCK_02652	CDS	1893	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EEFKBDCK_02653	CDS	777	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
EEFKBDCK_02654	CDS	588				hypothetical protein
EEFKBDCK_02655	CDS	639	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
EEFKBDCK_02656	CDS	774	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
EEFKBDCK_02657	CDS	1203	ampG		COG0477	Anhydromuropeptide permease
EEFKBDCK_02658	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
EEFKBDCK_02659	CDS	195				hypothetical protein
EEFKBDCK_02660	CDS	1764	ptsG_2		COG1263	PTS system glucose-specific EIICB component
EEFKBDCK_02661	CDS	2550				hypothetical protein
EEFKBDCK_02662	CDS	603		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
EEFKBDCK_02663	CDS	318	zapA			Cell division protein ZapA
EEFKBDCK_02664	CDS	201				hypothetical protein
EEFKBDCK_02665	CDS	900	rbgA		COG1161	Ribosome biogenesis GTPase A
EEFKBDCK_02666	CDS	504	resA_4		COG0526	Thiol-disulfide oxidoreductase ResA
EEFKBDCK_02667	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
EEFKBDCK_02668	CDS	462		3.6.1.25	COG2954	Inorganic triphosphatase
EEFKBDCK_02669	CDS	423				hypothetical protein
EEFKBDCK_02670	CDS	837	ycaL	3.4.-.-	COG0501	Metalloprotease YcaL
EEFKBDCK_02671	CDS	165	rubA		COG1773	Rubredoxin
EEFKBDCK_02672	CDS	846	thiD_2	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
EEFKBDCK_02673	CDS	957	rhaR_2			HTH-type transcriptional activator RhaR
EEFKBDCK_02674	CDS	525	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
EEFKBDCK_02675	CDS	2367	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
EEFKBDCK_02676	CDS	852				hypothetical protein
EEFKBDCK_02677	CDS	1269	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
EEFKBDCK_02678	CDS	951	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
EEFKBDCK_02679	CDS	1038	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EEFKBDCK_02680	CDS	615	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
EEFKBDCK_02681	CDS	729	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
EEFKBDCK_02682	CDS	264				hypothetical protein
EEFKBDCK_02683	CDS	1995	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
EEFKBDCK_02684	CDS	180				hypothetical protein
EEFKBDCK_02685	CDS	714	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
EEFKBDCK_02686	CDS	1764			COG0659	putative sulfate transporter
EEFKBDCK_02687	CDS	885	hdfR_3			HTH-type transcriptional regulator HdfR
EEFKBDCK_02688	CDS	1035				hypothetical protein
EEFKBDCK_02689	CDS	459	proQ			RNA chaperone ProQ
EEFKBDCK_02690	CDS	726				hypothetical protein
EEFKBDCK_02691	CDS	1182				hypothetical protein
EEFKBDCK_02692	CDS	540				hypothetical protein
EEFKBDCK_02693	CDS	1977	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
EEFKBDCK_02694	CDS	1497	comM		COG0606	Competence protein ComM
EEFKBDCK_02695	CDS	1053				hypothetical protein
EEFKBDCK_02696	CDS	768	ypdB		COG3279	Transcriptional regulatory protein YpdB
EEFKBDCK_02697	CDS	687	rluC_2	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
EEFKBDCK_02698	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
EEFKBDCK_02699	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EEFKBDCK_02700	CDS	609	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EEFKBDCK_02701	tRNA	76				tRNA-Thr(cgt)
EEFKBDCK_02702	CDS	423				hypothetical protein
EEFKBDCK_02703	CDS	444	pilE			Fimbrial protein
EEFKBDCK_02704	CDS	1695				hypothetical protein
EEFKBDCK_02705	CDS	1437	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
EEFKBDCK_02706	CDS	918	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
EEFKBDCK_02707	CDS	744	cutC		COG3142	Copper homeostasis protein CutC
EEFKBDCK_02708	CDS	2040	der_2			GTPase Der
EEFKBDCK_02709	CDS	816	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
EEFKBDCK_02710	CDS	1767	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
EEFKBDCK_02711	CDS	528	lolB		COG3017	Outer-membrane lipoprotein LolB
EEFKBDCK_02712	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
EEFKBDCK_02713	tRNA	77				tRNA-Gln(ttg)
EEFKBDCK_02714	CDS	951	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
EEFKBDCK_02715	CDS	582	rplY			50S ribosomal protein L25
EEFKBDCK_02716	CDS	606	pth	3.1.1.29		Peptidyl-tRNA hydrolase
EEFKBDCK_02717	CDS	1041	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
EEFKBDCK_02718	CDS	858				hypothetical protein
EEFKBDCK_02719	CDS	867				hypothetical protein
EEFKBDCK_02720	CDS	1200				hypothetical protein
EEFKBDCK_02721	CDS	816				hypothetical protein
EEFKBDCK_02722	CDS	1140	metXS	2.3.1.46		Homoserine O-succinyltransferase
EEFKBDCK_02723	CDS	597	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
EEFKBDCK_02724	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
EEFKBDCK_02725	CDS	1134				hypothetical protein
EEFKBDCK_02726	CDS	1032	ltaA	4.1.2.49		L-allo-threonine aldolase
EEFKBDCK_02727	CDS	651	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
EEFKBDCK_02728	CDS	672	ftsN_2			Cell division protein FtsN
EEFKBDCK_02729	CDS	1389	argH	4.3.2.1	COG0165	Argininosuccinate lyase
EEFKBDCK_02730	CDS	456	elaA		COG2153	Protein ElaA
EEFKBDCK_02731	CDS	1254	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
EEFKBDCK_02732	CDS	1005	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
EEFKBDCK_02733	CDS	684	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
EEFKBDCK_02734	CDS	1308	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
EEFKBDCK_02735	CDS	645	queE_2	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
EEFKBDCK_02736	CDS	882	cpoB			Cell division coordinator CpoB
EEFKBDCK_02737	CDS	549	pal_1		COG2885	Peptidoglycan-associated lipoprotein
EEFKBDCK_02738	CDS	1272	tolB		COG0823	Tol-Pal system protein TolB
EEFKBDCK_02739	CDS	888				hypothetical protein
EEFKBDCK_02740	CDS	408	exbD_5		COG0848	Biopolymer transport protein ExbD
EEFKBDCK_02741	CDS	693	tolQ_5		COG0811	Tol-Pal system protein TolQ
EEFKBDCK_02742	CDS	1038	ruvB_3	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EEFKBDCK_02743	CDS	600	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EEFKBDCK_02744	CDS	708				hypothetical protein
EEFKBDCK_02745	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
EEFKBDCK_02746	CDS	909				hypothetical protein
EEFKBDCK_02747	CDS	303	nirM_2		COG4654	Cytochrome c-551
EEFKBDCK_02748	CDS	417	dksA		COG1734	RNA polymerase-binding transcription factor DksA
EEFKBDCK_02749	CDS	417	zur		COG0735	Zinc uptake regulation protein
EEFKBDCK_02750	tRNA	77				tRNA-Gln(ctg)
EEFKBDCK_02751	CDS	282				hypothetical protein
EEFKBDCK_02752	CDS	480				hypothetical protein
EEFKBDCK_02753	CDS	1194	ackA_1	2.7.2.1	COG0282	Acetate kinase
EEFKBDCK_02754	CDS	750				hypothetical protein
EEFKBDCK_02755	CDS	375	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
EEFKBDCK_02756	CDS	474				hypothetical protein
EEFKBDCK_02757	CDS	1131	ccsA_2			Cytochrome c biogenesis protein CcsA
EEFKBDCK_02758	CDS	2013	ccs1			Cytochrome c biogenesis protein Ccs1
EEFKBDCK_02759	CDS	618	cc4		COG2863	Cytochrome c4
EEFKBDCK_02760	CDS	654	engB			putative GTP-binding protein EngB
EEFKBDCK_02761	CDS	384	patA		COG0784	Protein PatA
EEFKBDCK_02762	CDS	363	phoB_3		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
EEFKBDCK_02763	CDS	516				hypothetical protein
EEFKBDCK_02764	CDS	2178				hypothetical protein
EEFKBDCK_02765	CDS	5337	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_02766	CDS	792	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
EEFKBDCK_02767	tRNA	76				tRNA-Lys(ttt)
EEFKBDCK_02768	CDS	921				hypothetical protein
EEFKBDCK_02769	CDS	264				hypothetical protein
EEFKBDCK_02770	CDS	1650				hypothetical protein
EEFKBDCK_02771	CDS	1899				hypothetical protein
EEFKBDCK_02772	CDS	1425				hypothetical protein
EEFKBDCK_02773	CDS	1059				hypothetical protein
EEFKBDCK_02774	CDS	252				hypothetical protein
EEFKBDCK_02775	tRNA	76				tRNA-Lys(ctt)
EEFKBDCK_02776	tRNA	76				tRNA-Lys(ttt)
EEFKBDCK_02777	CDS	381	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
EEFKBDCK_02778	CDS	1404				hypothetical protein
EEFKBDCK_02779	CDS	1113				TelA-like protein
EEFKBDCK_02780	CDS	735				hypothetical protein
EEFKBDCK_02781	CDS	582	yceD_3		COG2310	General stress protein 16U
EEFKBDCK_02782	CDS	750				hypothetical protein
EEFKBDCK_02783	CDS	2400	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
EEFKBDCK_02784	CDS	801	suhB_2	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
EEFKBDCK_02785	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
EEFKBDCK_02786	CDS	777	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
EEFKBDCK_02787	CDS	1308	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
EEFKBDCK_02788	CDS	1215	deoB	5.4.2.7	COG1015	Phosphopentomutase
EEFKBDCK_02789	CDS	429	cdd	3.5.4.5	COG0295	Cytidine deaminase
EEFKBDCK_02790	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
EEFKBDCK_02791	CDS	1515	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
EEFKBDCK_02792	CDS	993		3.1.4.-	COG3437	3'3'-cGAMP-specific phosphodiesterase 2
EEFKBDCK_02793	CDS	1296	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
EEFKBDCK_02794	CDS	963				hypothetical protein
EEFKBDCK_02795	CDS	900				hypothetical protein
EEFKBDCK_02796	CDS	813	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
EEFKBDCK_02797	CDS	984				hypothetical protein
EEFKBDCK_02798	CDS	996				hypothetical protein
EEFKBDCK_02799	CDS	1719				hypothetical protein
EEFKBDCK_02800	CDS	2697				hypothetical protein
EEFKBDCK_02801	tRNA	77				tRNA-Gln(ttg)
EEFKBDCK_02802	CDS	675	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
EEFKBDCK_02803	CDS	3750	metH	2.1.1.13	COG0646	Methionine synthase
EEFKBDCK_02804	CDS	972	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
EEFKBDCK_02805	CDS	582				hypothetical protein
EEFKBDCK_02806	CDS	909	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
EEFKBDCK_02807	CDS	1194	braC_2		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
EEFKBDCK_02808	CDS	951				hypothetical protein
EEFKBDCK_02809	CDS	1980				IS66 family transposase ISPsy43
EEFKBDCK_02810	CDS	792				hypothetical protein
EEFKBDCK_02811	CDS	1002				hypothetical protein
EEFKBDCK_02812	CDS	378				hypothetical protein
EEFKBDCK_02813	CDS	879				hypothetical protein
EEFKBDCK_02814	CDS	891	dmlR_4			HTH-type transcriptional regulator DmlR
EEFKBDCK_02815	CDS	708				hypothetical protein
EEFKBDCK_02816	CDS	216				hypothetical protein
EEFKBDCK_02817	CDS	309				hypothetical protein
EEFKBDCK_02818	CDS	699				hypothetical protein
EEFKBDCK_02819	CDS	201	slyX			Protein SlyX
EEFKBDCK_02820	CDS	2160				hypothetical protein
EEFKBDCK_02821	CDS	729				hypothetical protein
EEFKBDCK_02822	CDS	909				hypothetical protein
EEFKBDCK_02823	CDS	696				hypothetical protein
EEFKBDCK_02824	CDS	888				hypothetical protein
EEFKBDCK_02825	CDS	819	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
EEFKBDCK_02826	CDS	759	yfcA_2		COG0730	putative membrane transporter protein YfcA
EEFKBDCK_02827	CDS	1179	estP	3.1.1.1	COG3240	Esterase EstP
EEFKBDCK_02828	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
EEFKBDCK_02829	CDS	240				hypothetical protein
EEFKBDCK_02830	CDS	1674	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
EEFKBDCK_02831	CDS	1278				hypothetical protein
EEFKBDCK_02832	CDS	945	adoK	2.7.1.20	COG0524	Adenosine kinase
EEFKBDCK_02833	CDS	2739				hypothetical protein
EEFKBDCK_02834	CDS	624				hypothetical protein
EEFKBDCK_02835	CDS	1617	dppA_2		COG0747	Periplasmic dipeptide transport protein
EEFKBDCK_02836	CDS	1011	dppB		COG0601	Dipeptide transport system permease protein DppB
EEFKBDCK_02837	CDS	912	dppC		COG1173	Dipeptide transport system permease protein DppC
EEFKBDCK_02838	CDS	981	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
EEFKBDCK_02839	CDS	978	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
EEFKBDCK_02840	CDS	1134				hypothetical protein
EEFKBDCK_02841	CDS	330				hypothetical protein
EEFKBDCK_02842	CDS	615				hypothetical protein
EEFKBDCK_02843	CDS	750			COG3039	IS5 family transposase ISPa67
EEFKBDCK_02844	CDS	891				hypothetical protein
EEFKBDCK_02845	CDS	2598				hypothetical protein
EEFKBDCK_02846	CDS	1245	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EEFKBDCK_02847	CDS	459	djlA			Co-chaperone protein DjlA
EEFKBDCK_02848	CDS	912		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
EEFKBDCK_02849	CDS	999	yhbU	3.4.-.-	COG0826	putative protease YhbU
EEFKBDCK_02850	CDS	876				hypothetical protein
EEFKBDCK_02851	CDS	426	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
EEFKBDCK_02852	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
EEFKBDCK_02853	CDS	900	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
EEFKBDCK_02854	CDS	1014	ctaA	1.3.-.-	COG1612	Heme A synthase
EEFKBDCK_02855	CDS	456				hypothetical protein
EEFKBDCK_02856	CDS	684				hypothetical protein
EEFKBDCK_02857	CDS	867	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
EEFKBDCK_02858	CDS	174				hypothetical protein
EEFKBDCK_02859	CDS	513	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
EEFKBDCK_02860	CDS	96				hypothetical protein
EEFKBDCK_02861	CDS	1650	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
EEFKBDCK_02862	CDS	1095	petJ_2			Cytochrome c6
EEFKBDCK_02863	CDS	765				hypothetical protein
EEFKBDCK_02864	tRNA	76				tRNA-Met(cat)
EEFKBDCK_02865	tRNA	76				tRNA-Met(cat)
EEFKBDCK_02866	tRNA	76				tRNA-Met(cat)
EEFKBDCK_02867	rRNA	1530				16S ribosomal RNA
EEFKBDCK_02868	tRNA	77				tRNA-Ile(gat)
EEFKBDCK_02869	tRNA	76				tRNA-Ala(tgc)
EEFKBDCK_02870	rRNA	1168				23S ribosomal RNA (partial)
EEFKBDCK_02871	rRNA	1769				23S ribosomal RNA (partial)
EEFKBDCK_02872	rRNA	109				5S ribosomal RNA
EEFKBDCK_02873	CDS	1443	cobQ			Cobyric acid synthase
EEFKBDCK_02874	CDS	768	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
EEFKBDCK_02875	CDS	990	hmuU_2		COG0609	Hemin transport system permease protein HmuU
EEFKBDCK_02876	CDS	864	btuF_1		COG0614	Vitamin B12-binding protein
EEFKBDCK_02877	CDS	1284	cobB_2	6.3.5.9		Hydrogenobyrinate a,c-diamide synthase
EEFKBDCK_02878	CDS	603	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
EEFKBDCK_02879	CDS	804	btuF_2			Vitamin B12-binding protein
EEFKBDCK_02880	CDS	1029	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
EEFKBDCK_02881	CDS	1041	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
EEFKBDCK_02882	CDS	510	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
EEFKBDCK_02883	CDS	1812	btuB_4		COG4206	Vitamin B12 transporter BtuB
EEFKBDCK_02884	CDS	291				hypothetical protein
EEFKBDCK_02885	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
EEFKBDCK_02886	CDS	468				hypothetical protein
EEFKBDCK_02887	CDS	720	eutQ		COG4766	Ethanolamine utilization protein EutQ
EEFKBDCK_02888	CDS	819				hypothetical protein
EEFKBDCK_02889	CDS	1029	eutD		COG0280	Ethanolamine utilization protein EutD
EEFKBDCK_02890	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
EEFKBDCK_02891	CDS	285	eutN		COG4576	Ethanolamine utilization protein EutN
EEFKBDCK_02892	CDS	1419	adhE_2			Aldehyde-alcohol dehydrogenase
EEFKBDCK_02893	CDS	852	ftsA_1			Cell division protein FtsA
EEFKBDCK_02894	CDS	1212	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
EEFKBDCK_02895	CDS	1242				hypothetical protein
EEFKBDCK_02896	CDS	1425				hypothetical protein
EEFKBDCK_02897	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
EEFKBDCK_02898	CDS	879	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
EEFKBDCK_02899	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
EEFKBDCK_02900	CDS	585	eutK		COG4577	Ethanolamine utilization protein EutK
EEFKBDCK_02901	CDS	1110				hypothetical protein
EEFKBDCK_02902	CDS	729	glnQ_2			Glutamine transport ATP-binding protein GlnQ
EEFKBDCK_02903	CDS	666	gltK		COG0765	Glutamate/aspartate import permease protein GltK
EEFKBDCK_02904	CDS	747	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
EEFKBDCK_02905	CDS	897	gltI		COG0834	Glutamate/aspartate import solute-binding protein
EEFKBDCK_02906	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
EEFKBDCK_02907	CDS	798	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
EEFKBDCK_02908	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
EEFKBDCK_02909	CDS	1293	surA	5.2.1.8	COG0760	Chaperone SurA
EEFKBDCK_02910	CDS	2091	lptD		COG1452	LPS-assembly protein LptD
EEFKBDCK_02911	CDS	1074	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
EEFKBDCK_02912	CDS	690	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
EEFKBDCK_02913	CDS	531	tpd		COG3470	34 kDa membrane antigen
EEFKBDCK_02914	CDS	324				hypothetical protein
EEFKBDCK_02915	CDS	810	efeU		COG0672	Ferrous iron permease EfeU
EEFKBDCK_02916	CDS	1368				hypothetical protein
EEFKBDCK_02917	CDS	1716	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
EEFKBDCK_02918	CDS	1995	tktA	2.2.1.1	COG0021	Transketolase 1
EEFKBDCK_02919	CDS	2343				hypothetical protein
EEFKBDCK_02920	CDS	243				hypothetical protein
EEFKBDCK_02921	CDS	279	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
EEFKBDCK_02922	CDS	1716	argS	6.1.1.19		Arginine--tRNA ligase
EEFKBDCK_02923	CDS	1587		3.1.4.-	COG3437	3'3'-cGAMP-specific phosphodiesterase 2
EEFKBDCK_02924	CDS	2142				hypothetical protein
EEFKBDCK_02925	CDS	378	rsfS		COG0799	Ribosomal silencing factor RsfS
EEFKBDCK_02926	CDS	627	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
EEFKBDCK_02927	CDS	1257	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
EEFKBDCK_02928	CDS	777				hypothetical protein
EEFKBDCK_02929	CDS	744				hypothetical protein
EEFKBDCK_02930	CDS	1299	rstB_2	2.7.13.3		Sensor protein RstB
EEFKBDCK_02931	CDS	726	rstA		COG0745	Transcriptional regulatory protein RstA
EEFKBDCK_02932	CDS	246	fdx_2		COG1145	Ferredoxin
EEFKBDCK_02933	CDS	399				hypothetical protein
EEFKBDCK_02934	CDS	1326	pds	1.3.5.5	COG3349	15-cis-phytoene desaturase
EEFKBDCK_02935	CDS	960				hypothetical protein
EEFKBDCK_02936	CDS	972		2.4.-.-		putative glycosyltransferase
EEFKBDCK_02937	CDS	2019				hypothetical protein
EEFKBDCK_02938	CDS	420				hypothetical protein
EEFKBDCK_02939	CDS	417	dmlR_5			HTH-type transcriptional regulator DmlR
EEFKBDCK_02940	CDS	984				IS110 family transposase IS1663
EEFKBDCK_02941	CDS	531	dmlR_6			HTH-type transcriptional regulator DmlR
EEFKBDCK_02942	CDS	1071	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
EEFKBDCK_02943	CDS	138				hypothetical protein
EEFKBDCK_02944	CDS	279				hypothetical protein
EEFKBDCK_02945	CDS	1167	metK	2.5.1.6		S-adenosylmethionine synthase
EEFKBDCK_02946	CDS	909	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
EEFKBDCK_02947	CDS	864	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
EEFKBDCK_02948	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
EEFKBDCK_02949	CDS	273	ptsH		COG1925	Phosphocarrier protein HPr
EEFKBDCK_02950	CDS	402	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EEFKBDCK_02951	CDS	1029	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
EEFKBDCK_02952	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
EEFKBDCK_02953	CDS	1263				hypothetical protein
EEFKBDCK_02954	CDS	615	slmA			Nucleoid occlusion factor SlmA
EEFKBDCK_02955	CDS	1287				hypothetical protein
EEFKBDCK_02956	CDS	795				hypothetical protein
EEFKBDCK_02957	CDS	1203	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
EEFKBDCK_02958	CDS	543				hypothetical protein
EEFKBDCK_02959	CDS	1224				hypothetical protein
EEFKBDCK_02960	CDS	174				hypothetical protein
EEFKBDCK_02961	CDS	522				hypothetical protein
EEFKBDCK_02962	CDS	774		1.-.-.-		putative oxidoreductase
EEFKBDCK_02963	CDS	426				hypothetical protein
EEFKBDCK_02964	CDS	654				hypothetical protein
EEFKBDCK_02965	CDS	771				hypothetical protein
EEFKBDCK_02966	CDS	750				hypothetical protein
EEFKBDCK_02967	CDS	1437	mgtE		COG2239	Magnesium transporter MgtE
EEFKBDCK_02968	CDS	1284	eriC		COG0038	Chloride/fluoride channel protein
EEFKBDCK_02969	CDS	810	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
EEFKBDCK_02970	CDS	318	grxD		COG0278	Glutaredoxin 4
EEFKBDCK_02971	CDS	612	yibF		COG0625	putative GST-like protein YibF
EEFKBDCK_02972	CDS	459				hypothetical protein
EEFKBDCK_02973	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
EEFKBDCK_02974	CDS	594				hypothetical protein
EEFKBDCK_02975	CDS	1509	treP		COG1263	PTS system trehalose-specific EIIBC component
EEFKBDCK_02976	CDS	1647	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
EEFKBDCK_02977	CDS	1215	lamB_2		COG4580	Maltoporin
EEFKBDCK_02978	tRNA	77				tRNA-Pro(tgg)
EEFKBDCK_02979	CDS	963	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
EEFKBDCK_02980	CDS	312	rplU		COG0261	50S ribosomal protein L21
EEFKBDCK_02981	CDS	279	rpmA		COG0211	50S ribosomal protein L27
EEFKBDCK_02982	CDS	1203	obg	3.6.5.-		GTPase Obg
EEFKBDCK_02983	CDS	1272				hypothetical protein
EEFKBDCK_02984	CDS	648				hypothetical protein
EEFKBDCK_02985	CDS	648				hypothetical protein
EEFKBDCK_02986	CDS	2823	smc			Chromosome partition protein Smc
EEFKBDCK_02987	CDS	1173	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
EEFKBDCK_02988	rRNA	1530				16S ribosomal RNA
EEFKBDCK_02989	rRNA	2890				23S ribosomal RNA
EEFKBDCK_02990	rRNA	109				5S ribosomal RNA
EEFKBDCK_02991	rRNA	104				5S ribosomal RNA
EEFKBDCK_02992	CDS	573	satP		COG1584	Succinate-acetate/proton symporter SatP
EEFKBDCK_02993	CDS	774	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
EEFKBDCK_02994	CDS	477				hypothetical protein
EEFKBDCK_02995	CDS	717				hypothetical protein
